Kreyol|French|English|Spanish
"Epitou yo fè pati dofen moun ka antrene pi fasil ; kon sa, moun sèvi ak yo pou fè espektak nan lotèl ak lòt kote moun al pase vakans."|Ils sont aussi parmi les plus faciles à dresser, c'est pourquoi on les utilise souvent dans des spectacles aux clubs et villages de vacances.|They are also one of the most trainable dolphins, so resorts use them in shows.|empty
Dofen nen boutèy pa menm jan ak pi fò lòt dofen paske yo viv tout kote sou latè, soti depi kote ki pi wo nan Amerik di Nò pou rive nan pwent Amerik di Sid.|Le dauphin à nez en bouteille est différent des autres dauphins car il vit partout dans le monde depuis le haut de l'Amérique du Nord au bas de l'Amérique du Sud.|The bottlenose dolphin is unlike most dolphins because it lives all over the world from the top of North America to the tip of South America.|empty
Dofen nen boutèy gen dan ki file anpil.|Le dauphin à nez en bouteille a des dents très aiguisées.|The bottlenose dolphin has vey sharp teeth.|empty
Sa pèmèt yo manje pwason, kalma ak bèt tankou krèvèt.|Il peut manger du poisson, du poulpe et des crustacés tels que des crevettes.|They can eat fish, squid, and crustaceans, like shrimp.|empty
Pafwa, dofen ki pi gran yo kapab manje ant 15 ak 30 liv (6,8 - 13,6 kilogram) manje chak jou !|Parfois, les dauphins adultes peuvent manger de 15 à 30 livres (6,8 à 13,6 kg) de nourriture par jour !|Sometimes adults can eat 15-30 pounds (6.8-13.6 kgs.) of food a day!|empty
Souvan, dofen nen boutèy manje ansanm nan gwoup yo.|Les dauphins à nez en bouteille se nourrissent souvent en groupes.|Bottlenose dolphins often feed together in groups.|empty
Lè dofen yo al dèyè manje, pafwa yo fè yon wonn toutotou pwason yo pandan youn nan yo plonje pou l al manje.|Lorsqu'ils chassent pour la nourriture, ils forment parfois un cercle autour des poissons tandis qu'un dauphin plonge pour manger.|When they hunt food, they sometimes circle around the fish while one dolphin dives in and eats.|empty
Yon lòt fason ankò dofen nen boutèy pran manje yo, se frape pwason an ak ke l pou l ka desounen l.|Les dauphins ont encore une autre façon de chasser : ils frappent les poissons avec leur queue pour les désorienter.|Another way the bottlenose dolphin harvests food is for it to whack the fish with its tail to stun it.|empty
Dofen nen boutèy viv nan dlo bò lakòt ak rivaj soti nan zòn nò Kap Ateras pou rive nan zòn sid Florida ak lwès Gòlf Meksik.|Les dauphins à nez en bouteille vivent près des côtes du Nord du Cap Hatteras au sud de la Floride, ainsi que dans le golfe du Mexique.|Bottlenose dolphins live near the coast from northern Cape Hatteras to southern Florida as well as west to the Gulf of Mexico.|empty
Yo konn deplase kite Kap Ateras pou y al viv nan zòn sid Florida.|Ils migrent du Cap Hatteras jusqu’au sud de la Floride.|They migrate from Cape Hatteras to southern Florida.|empty
Yo sosyab anpil epi yo renmen jwe.|Ils sont très sociables et joueurs.|They are very social and playful.|empty
Anpil fwa, yo vole soti nan dlo a pou yo pran elan pou yo ka plonje byen fon an ba dlo a al dèyè pwason.|Souvent ils sautent hors de l'eau pour avoir de l'élan pour plonger au plus profond de la mer pour chasser les poissons.|They often jump out of the water to get momentum to make a big dive down for fish.|empty
Anpil fwa, yo vwayaje bò rivaj dlo nan gwoup ki gen mwens pase 20 dofen ladan yo. #### Men, gen moun ki konn rive wè gwoup ki gen plizyè santèn dofen ladan yo k ap vwayaje ansanm.|Souvent, ils voyagent en groupes d'une vingtaine de dauphins près des côtes, alors qu'au large, on a repéré des groupes de plusieurs centaines.|They often travel in groups of less than 20 near the shore, although offshore, groups of several hundred have been sighted.|empty
Yo rele dofen nen boutèy tou «Tursiops Truncatus » (ki se non syantifik yo nan lang laten).|Le dauphin à nez en bouteille est aussi connu sous le nom de Tursiops Truncatus.|The bottlenose dolphin is also known as Tursiops Truncatus.|empty
Yo diferan ak balèn, paske menm jan ak lòt dofen, yo plis chèche manje yo bò sifas dlo a.|Ils sont différents des baleines parce que tout comme d'autres dauphins, ils chassent le poisson surtout à la surface de l'eau.|They are different from whales because, like other dolphin, they look for food mostly on the surface of the water.|empty
Yo plis manje ti pwason.|Ils se nourrissent surtout de petits poissons.|They feed mostly on small fish.|empty
Yon dofen ki fin grandi peze jiska 1430 liv (650 kilogram) epi ka rive 12 pye (3,65 mèt) nan longè.|Un adulte pèse près de 1430 livres (650 kg) et peut atteindre une taille de 12 pieds (3.65 mètres) de long.|An adult weighs up to 1,430 pounds (650 kgs.) and can grow up to 12 feet (3.65 meters) long.|empty
Yon dofen nen boutèy pase 12 mwa ansent.|La période de gestation d'un dauphin à nez en bouteille est de 12 mois.|A bottlenose dolphin’s gestation period is 12 months.|empty
Ti bebe dofen yo rete ak manman yo pandan 3 jiska 6 lane pou yo ka aprann peche.|Les bébés restent avec leur mère pendant 3 à 6 ans pour apprendre à chasser.|The calves stay with their mothers for 3-6 years to learn how to hunt.|empty
Moun jwenn dofen nen boutèy nan oseyan Pasifik, Atlantik ak Endyen.|Les dauphins à nez en bouteille se trouvent dans les océans Pacifique, Atlantique et Indien.|Bottlenose dolphins are found in the Pacific, Atlantic and Indian oceans.|empty
Moun wè yo souvan nan pò, nan bè, nan lagon ak rivyè dlo sale.|On les repère le plus souvent dans les ports, les baies, les lagons et dans les rivières salées.|They are frequently seen in harbors, bays, lagoons and saltwater rivers.|empty
Yo wè yo pi souvan sou plaj pase nan fon dlo.|On les aperçoit le plus souvent près des côtes plutôt qu'en haute mer.|They are more frequently seen close to shore rather than in deeper waters.|empty
Bèf ak kabrit|La Vache et la Chèvre|The Cow and the Goat|empty
Vwala yon jou, te gen yon bèf ki te mare bò lakay la.|Un jour, il y avait une vache attachée tout près de la maison.|Once upon a time, there was a cow tied next to our house.|empty
Mèt bèf la te mare bèf la nan pikèt pou l manje.|Le propriétaire de la vache l'avait attachée à un piquet pour qu'elle broute.|The cow’s owner tied the cow to a peg so it could graze.|empty
Men, te gen yon kabrit ki te lage nan lakou a.|Mais il y avait une chèvre libre dans la cour.|But there was a goat running loose in the yard.|empty
Pandan papa m pote manje bay bèf la, kabrit la al manje nan manje a tou.|Lorsque mon père apporta de la nourriture à la vache, la chèvre s’approcha pour en manger aussi.|When my dad brought some food to the cow, the goat came to eat some of it, too.|empty
Bèf la sispèk kabrit la ap manje pifò pase l nan manje l la.|La vache avait l'impression que la chèvre mangeait plus de nourriture qu'elle.|The cow felt that the goat was eating more of the food than she was.|empty
Bèf la chaje kabrit la ak yon kout kòn pou l touye l.|La vache fonça sur la chèvre avec ses cornes pour la tuer.|The cow rammed its horns into the goat for a kill.|empty
Kabrit la rele : « Bèèèèèè ! »|La chèvre cria : « Bêêêêh ! »|The goat cried out: “Baaaah!”|empty
Lè papa m kouri al gade, li wè kabrit la blayi atè a ak trip li deyò.|Quand mon père se précipita pour aller voir ce qui se passait, il trouva la chèvre étendue par terre, avec ses entrailles éparpillées.|When my dad ran to look, he found the goat on the ground with its guts spilled out.|empty
Menm lè a, papa m bay bèf la yon kout baton bow !|Au même instant, mon père frappa la vache boum ! avec un bâton.|Immediately, bam, my father hit the cow with a stick.|empty
Bèf la tonbe.|La vache tomba.|The cow fell down.|empty
Aprè 3 jou, bèf la mouri.|Trois jours plus tard, la vache mourut.|Three days later, the cow died.|empty
Papa m di : « Si m te konnen, m pa t bay bèf la kout baton an. »|Mon père me dit : « Si je savais mieux, je n'aurais pas frappé la vache avec le bâton. »|My dad said, “If I had known better, I wouldn’t have hit the cow with the stick."|empty
« M pèdi ni bèf, ni kabrit. »|« Maintenant, je n'ai plus ni vache, ni chèvre. »|"Now, I have lost both my cow and my goat."|empty
« M p ap janm fache kon sa ankò. »|« Dorénavant, je ne me mettrai plus en une telle colère. »|"I will never get so mad again."|empty
Moral : Bat bèt pa yon bon bagay.|Morale: Ce n‛est pas bien de frapper les animaux.|Moral of the story: Hitting animals is not a good thing.|empty
Ti kabrit papa Jean-Marc la|La petite chèvre du père de Jean-Marc|Jean Marc’s Father’s Little Goat|empty
Vwala se te papa m ki te gen yon kabrit.|Une fois, mon père avait une chèvre.|My father once had a goat.|empty
Li te fè 2 pitit.|Elle a eu deux bébés.|She had two baby goats.|empty
Tou 2 se te femèl.|Les deux étaient des femelles.|Both were female.|empty
Yon lè nan nwit, papa m kite kabrit la dòmi nan bwa.|Une nuit, mon père laissa la chèvre dormir dans les bois.|One night, my father let the goat sleep in the woods.|empty
Pandan nwit la, papa m tande yon kabrit k ap rele : « Bèèèè ! »|Au cours de la nuit, mon père entendit la chèvre bêler : « Bê, bê ! »|During the night, my father heard the goat crying, “Meh, meh!”|empty
Papa m leve, l al gade ki sa kabrit la genyen.|Mon père se leva pour aller voir ce qui se passait avec la chèvre.|My father got up to go see what the matter was with the goat.|empty
Pandan papa m rive, li wè yon chen k ap manje youn nan ti kabrit yo.|Lorsque mon père arriva, il vit un chien en train de manger l'un des bébés chèvres.|When my father arrived, he saw a dog eating one of the baby goats.|empty
Papa m fè yon gwo bri dèyè chen an : « Soti, vòlè ! »|Mon père hurla au chien : « Fous le camp, espèce de voleur ! »|My father yelled at the dog, “Get out of here, you thief!”|empty
Chen an lage rès vyann nan a tè, li pran kouri.|Le chien lâcha le reste de la viande et s'enfuit.|The dog dropped the rest of the meat on the ground and ran.|empty
Aprè sa, papa m lage manman kabrit la, li rale l dèyè l.|Puis mon père détacha la maman chèvre et la tira derrière lui.|Then my father untied the mother goat and pulled her behind him.|empty
L al mare l devan pòt la pou chen pa pran lòt ti kabrit la.|Il l'attacha devant la maison pour que le chien ne puisse pas manger l'autre bébé chèvre.|He tied her in front of the house so the dog would not eat the other baby goat.|empty
Depi lè sa a, papa m pa janm kite manman kabrit la dòmi nan bwa ankò.|Depuis lors, mon père ne laisse plus la maman chèvre dormir dans les bois.|From that time on, my father never let the mother goat sleep in the woods again.|empty
Amizman nan nèj|S'amuser dans la neige|Snow Fun: Having a Blast in the Snow|empty
Jwe nan nèj amizan anpil.|La neige, c'est très amusant !|Snow is fun!|empty
N ap fè desen zanj nan nèj la.|On fait des anges de neige.|Making snow angels.|empty
N ap fè lagè ak boul nèj.|On fait des batailles de boules de neige.|Having a snowball fight.|empty
Nou ekri yon mesaj nan nèj la pou n voye di zanmi ann Ayiti nou yo « bonjou ».|On écrit « bonjour » dans la neige pour saluer nos amis en Haïti.|We made a “bonjou” message to say hello to our friends in Haiti.|empty
Bèt kite mak pye yo nan nèj la lè y ap mache. #### Moun fè sa tou.|Les animaux font des traces dans la neige et les gens aussi.|Animals make tracks in the snow and so do people.|empty
Fè yon ti tonton ak lanèj, sa mande anpil travay.|Faire un bonhomme de neige, ça demande un peu de travail !|Making a snowman takes some work.|empty
Sezon livè (sezon fredi) a rèd pou bèt.|L'hiver est difficile pour les animaux.|Winter is hard for animals.|empty
Pou nou ede yo, nou mete manje pou zwazo vin manje.|On apporte notre aide en nourrissant les oiseaux.|We help by feeding the birds.|empty
Li amizan anpil lè n ap jwe foutbòl nan nèj la.|Jouer au football dans la neige, c'est amusant.|Playing soccer in the snow is fun.|empty
Pafwa nou glise sou nèj la oubyen nou fè so plake sou li.|Parfois on glisse ou on fait la roue dans la neige.|Sometimes we slide or do cartwheels in the snow.|empty
Li enpòtan pou timoun gen manto ki kenbe yo cho, epi pou yo gen gan ak chapo pou yo jwe nan nèj la.|C'est important d'avoir des manteaux chauds, des gants et des bonnets pour jouer dans la neige.|It is important to have warm coats, gloves, and hats to play in the snow.|empty
Melon|Les Melons|Melons|empty
Melon se yon bèl fwi.|Les melons sont des fruits formidables.|Melons are great fruits.|empty
Tout moun renmen l.|Tout le monde les aime.|Everybody likes them.|empty
Chak ane, li donnen anpil.|Chaque année, on produit beaucoup de melons.|Every year, the melon crops are plentiful.|empty
Gen tout kalite melon tankou : dazma, frans, ak dlo.|On trouve de différentes variétés, telles que le tsamma, le cantaloup, et la pastèque.|There are different varieties such as: tsamma, cantaloupe, and watermelon.|empty
Li itil anpil.|Ils sont très utiles.|They are very useful.|empty
Lè sezon l rive, li ede nou konbat grangou.|Quand ils sont en saison, ils nous aident à lutter contre la faim.|When they are in season, they help us fight hunger.|empty
Li dous, li bèl.|Ils sont sucrés. #### Ils sont beaux.|They are sweet. #### They are beautiful.|empty
Li gen vitamin A ak C ladan l.|Ils contiennent de la vitamine A et C.|They have vitamins A and C.|empty
