text,text_preprocessed,LEN
"Nani weh baan bout 1686 ina waa nou [[Gaana]], Wes Afrika, in di Ashanti chraib.",Nani weh baan bout ina waa nou Gaana Wes Afrika in di Ashanti chraib,14
"Afta Nani kech a Jumieka, deh laikli sel ar tu wah plantieshan ina Sin Tamas Parish, jos outsaida di [[Puot Rayal]] ieria.",Afta Nani kech a Jumieka deh laikli sel ar tu wah plantieshan ina Sin Tamas Parish jos outsaida di Puot_Rayal ieria,21
"Di chrang nyuuklier fuos inshuor di stabiliti a haadineri mata, kanfainop kwaak [[ina]] hajran paatikl, laka di pruotan ah nyuuchran, ah di forda bainop a nyuuchran ah pruotan [[ina]] hatamik nyuuklios.",Di chrang nyuuklier fuos inshuor di stabiliti a haadineri mata kanfainop kwaak ina hajran paatikl laka di pruotan ah nyuuchran ah di forda bainop a nyuuchran ah pruotan ina hatamik nyuuklios,31
Muos a di mas-enaji a kaman pruotan ar nyuuchran de [[ina]] di faam a di chrang fuos fiil enaji; di indivijal kwaak provaid onggl bout 1% a di mas-enaji a wah pruotan.,Muos a di masenaji a kaman pruotan ar nyuuchran de ina di faam a di chrang fuos fiil enaji di indivijal kwaak provaid onggl bout a di masenaji a wah pruotan,31
"Nyuuchrasyuutikal, wah puotmanto a di woddem “nyuuchrishan” ah “faamasyuutikal”, eh-kain ina 1989 bai Stiivn [[L.]] Difiliis ([[Stephen L. DeFelice]]), founda ah chierman a di Foundieshan a Inovieshan Medisn (Foundation of Innovation Medicine).",Nyuuchrasyuutikal wah puotmanto a di woddem “ nyuuchrishan ” ah “ faamasyuutikal ” ehkain ina bai Stiivn L Difiliis founda ah chierman a di Foundieshan a Inovieshan Medisn,28
"Cubilla a wahn miunisipaliti luokiet ina di [[pravins a Soria]], [[Kiastiil ahn León]], [[Spien]].",Cubilla a wahn miunisipaliti luokiet ina di pravins_a_Soria Kiastiil ahn León Spien,12
"Di konchri sitiet muosli ina senchral [[Naat Amoerka]], we i faati-iet kantigyuos stiet ahn [[Washintan D.C.]] di kiapital distrik, de bitwiin di Pasifik ahn ""h""[[Atlantik Uoshan]], buoda bai [[Kianada]] tu di naat ahn [[Mexiko]] tu di sout.",Di konchri sitiet muosli ina senchral Naat_Amoerka we i faatiiet kantigyuos stiet ahn Washintan DC di kiapital distrik de bitwiin di Pasifik ahn hAtlantik Uoshan buoda bai Kianada tu di naat ahn Mexiko tu di sout,36
"Di stiet a ""h""Alaska de ina di naatwes a di kantinent, wid Kianada tui ""h""iis ahn [[Rosha]] tu di wes kraas di Bierin Schriet.",Di stiet a hAlaska de ina di naatwes a di kantinent wid Kianada tui hiis ahn Rosha tu di wes kraas di Bierin Schriet,24
"Wen di [[Kuol Waar]] weh don ah di Suoviet Yunian weh mash-op ina 1991, di Yunaitid Stiet kum out az di ongl suupapowa ina di woerl.",Wen di Kuol_Waar weh don ah di Suoviet Yunian weh mashop ina di Yunaitid Stiet kum out az di ongl suupapowa ina di woerl,24
"Ina 1507 wah [[Joerman]] kaatagrafa niem ""Martin Waldseemuller"" weh mek wah woerl map ah pah dat de map, im weh kaal aal a di lan dem ina di Westoern Emisfier Amoerka aafa wah [[Itali]]yan kaatagrafa niem ""Amerigo Vespucci"".",Ina wah Joerman kaatagrafa niem Martin Waldseemuller weh mek wah woerl map ah pah dat de map im weh kaal aal a di lan dem ina di Westoern Emisfier Amoerka aafa wah Italiyan kaatagrafa niem Amerigo Vespucci,37
[[Wah]] sitizvn a di [[Yunaitid Stiet]] rifa tu az Moerkan aar Amoerkan.,Wah sitizvn a di Yunaitid Stiet rifa tu az Moerkan aar Amoerkan,12
"Wen piipl yuuz di toerm ""Moerkan"" it almuos aalwiez yuuz fi rifa to di [[Yunaitid Stiet]] - weda di konchri, di piipl aar di kolcha.",Wen piipl yuuz di toerm Moerkan it almuos aalwiez yuuz fi rifa to di Yunaitid_Stiet weda di konchri di piipl aar di kolcha,23
Dem laif weh chienj nof-nof afta di [[Panish]] Kangkuistaduor dem mek fos kantak.,Dem laif weh chienj nofnof afta di Panish Kangkuistaduor dem mek fos kantak,13
Di Nietiv dem yuuz to waar wid difrah-difrah Nietiv chraib ah som a dem weh faam alaians wid di Yuuropiyan sekla dem [[ina]] deh koluonial waar.,Di Nietiv dem yuuz to waar wid difrahdifrah Nietiv chraib ah som a dem weh faam alaians wid di Yuuropiyan sekla dem ina deh koluonial waar,26
"Wen Kristifa Kolombos fos siel out fi fain di Niuu Wol ina 1492, soh ada ekspluora did fala ahn sekl ina Flarida ahn di sout-wes paat a di U.S. Di [[French]] dem did chrai fi kolonaiz di iis kuos fos, ahn dehn di Misisipi Riva.",Wen Kristifa Kolombos fos siel out fi fain di Niuu Wol ina soh ada ekspluora did fala ahn sekl ina Flarida ahn di soutwes paat a di US Di French dem did chrai fi kolonaiz di iis kuos fos ahn dehn di Misisipi Riva,44
Nof a di sekla-dem a wehn Kristian piipl oo wehn brok we frah di Choch a Ingglan ahn wehna luk somwe fi liv we dem kuda praktis-dem [[rilijan]] az dem laik widout afi a wori bout di stiet a chrai poersikyuut dem.,Nof a di sekladem a wehn Kristian piipl oo wehn brok we frah di Choch a Ingglan ahn wehna luk somwe fi liv we dem kuda praktisdem rilijan az dem laik widout afi a wori bout di stiet a chrai poersikyuut dem,42
"Disya taip a govament bies aaafa riprizentitiv self-govanans ahn kanstityuushanalizim, Muos a di sekla-dem a wehn smaal faama uu gruo kyash krap laik tubako, [[rais]] ahn [[wiit]].",Disya taip a govament bies aaafa riprizentitiv selfgovanans ahn kanstityuushanalizim Muos a di sekladem a wehn smaal faama uu gruo kyash krap laik tubako rais ahn wiit,27
"A so dem wehn staat fi bring iin di [[Afrika]]-dem fi du sliev lieba, we wi nou kaal di Atlantik Sliev Chried.",A so dem wehn staat fi bring iin di Afrikadem fi du sliev lieba we wi nou kaal di Atlantik Sliev Chried,22
Di Amoerkan Revaluushaneri Waar a wehn di fos soksesful koluonial waar fi indipendans [[gens]] wahn Yuuropiyan powa.,Di Amoerkan Revaluushaneri Waar a wehn di fos soksesful koluonial waar fi indipendans gens wahn Yuuropiyan powa,17
"Kangres adap di deklarieshan a indipendans pah Julai 4, 1776 wid wah langeva priambl we se ou yuumaniti weh [[mek]] iikual wid raits we nobadi kyaa tek frah dem, ah ow di British dem neenda protek demde raits.",Kangres adap di deklarieshan a indipendans pah Julai wid wah langeva priambl we se ou yuumaniti weh mek iikual wid raits we nobadi kyaa tek frah dem ah ow di British dem neenda protek demde raits,36
Di priambl en wid dem a diklier se di toertiin koloni dem a weh nou indipendant stiets ah no av no aliijans to di British kroun [[ina]] di [[Yunaitid Stiet]].,Di priambl en wid dem a diklier se di toertiin koloni dem a weh nou indipendant stiets ah no av no aliijans to di British kroun ina di Yunaitid Stiet,30
"Di ""h""aartikl a kanfedarieshan establish wah piisa govament [[ina]] 1777 an ih apariet til 1789.",Di haartikl a kanfedarieshan establish wah piisa govament ina an ih apariet til,13
Solfa a di [[kimikal eliment]] wid simbal S ah atamik nomba 16.,Solfa a di kimikal_eliment wid simbal S ah atamik nomba,10
A naamal [[imuoshan]] we invalv chrang ankomfatebl ah imuoshanal rispans tu posiiv provokieshan.,A naamal imuoshan we invalv chrang ankomfatebl ah imuoshanal rispans tu posiiv provokieshan,13
"Ontalaji a di [[filasafi]]kal stodi a di niecha a biin, bikomin, [[egzistans]], ar rialiti, azwel di biesik kiatigari a biin ah deh rilieshan.",Ontalaji a di filasafikal stodi a di niecha a biin bikomin egzistans ar rialiti azwel di biesik kiatigari a biin ah deh rilieshan,23
"Chradishanali lis az paat a di mieja branch a filasafi nuo az [[metafizix]], ontalaji muotaim diil wid kuestian kansoernin wa entiti egzis ar maita se kiah de, ah ou soch entiti maita kiah gruup, rilietid widin wah airaaki, ah sobdivaidop askaadn tu similariti ah difrans.",Chradishanali lis az paat a di mieja branch a filasafi nuo az metafizix ontalaji muotaim diil wid kuestian kansoernin wa entiti egzis ar maita se kiah de ah ou soch entiti maita kiah gruup rilietid widin wah airaaki ah sobdivaidop askaadn tu similariti ah difrans,45
"Alduo ontalaji az filasafikal entapraiz muosli tioretikal, azwel iab praktikal aplikieshan ina infamieshan sayans ah [[teknalaji]], laka ontalaji [[injinierin]].",Alduo ontalaji az filasafikal entapraiz muosli tioretikal azwel iab praktikal aplikieshan ina infamieshan sayans ah teknalaji laka ontalaji injinierin,19
Budapest a di kiapital fi [[Onggari]].,Budapest a di kiapital fi Onggari,6
Joerk a stail a kukin nietiv tu [[Jumieka]] we miit jrai-rob ar wet-mariniet wid wah at-at spais mixcha niem Jumiekan joerk siiznin.,Joerk a stail a kukin nietiv tu Jumieka we miit jrairob ar wetmariniet wid wah atat spais mixcha niem Jumiekan joerk siiznin,22
"Adaels ingriidient maita ingkluud kluovz, siniman, skelian, notneg, [[taim]], gyaalik, brong shuga, jinja, ah saal.",Adaels ingriidient maita ingkluud kluovz siniman skelian notneg taim gyaalik brong shuga jinja ah saal,15
Som piipl biliib se di Maruundem get dis stail a kukin frah di [[Taino]] piipl we gi dem shelta wen deh ronwe frah di Panish.,Som piipl biliib se di Maruundem get dis stail a kukin frah di Taino piipl we gi dem shelta wen deh ronwe frah di Panish,25
"Di sayantifik metod a badi a tekniik fi investigiet finamina, akwaya nyuu [[nalij]], ar fi karek ah intigriet priivios nalij.",Di sayantifik metod a badi a tekniik fi investigiet finamina akwaya nyuu nalij ar fi karek ah intigriet priivios nalij,20
"Liceras a wahn miunisipaliti luokiet ina di [[pravins a Soria]], [[Kiastiil ahn León]], [[Spien]].",Liceras a wahn miunisipaliti luokiet ina di pravins_a_Soria Kiastiil ahn León Spien,12
"[[Pasifik Uoshan]] roun 165.25 milian km² (63.8 milian sk mi), ikiba 32% a di hort tuotal sorfis yeria.",Pasifik_Uoshan roun milian km² ikiba a di hort tuotal sorfis yeria,11
"Jaagrafi (frah Griik ""γεωγραφία"", geographia, litarali ""oert diskripshan"") a wah fiil a [[sayans]] we divuot tu di todi a di lan, di fiicha, di inabitant, ah di finamina dem a [[Oert]].",Jaagrafi a wah fiil a sayans we divuot tu di todi a di lan di fiicha di inabitant ah di finamina dem a Oert,24
"Fuo istarikal chadishan ina jaagrafikal risaach a spieshal analisis a di nachral ah di yuuman finamina (jaagrafi az di todi a dischibyuushan), ieria todi (plies ah riijan), todi a di yuuman-lan rilieshanship, ah risaach ina di [[Oert sayans]].",Fuo istarikal chadishan ina jaagrafikal risaach a spieshal analisis a di nachral ah di yuuman finamina ieria todi todi a di yuumanlan rilieshanship ah risaach ina di Oert_sayans,28
[[Abuja]] a di kyapital fi Naijiiria.,Abuja a di kyapital fi Naijiiria,6
"Di Panish seklment ina Jumieka wena seklment we arijiniet frah di 16t senchri, wen Jumieka eh Panish ah galang so isenshali tel 1670, di diet wen [[Spien]] diliva di ailant tu di British Krong anda di Chriit a Majrid.",Di Panish seklment ina Jumieka wena seklment we arijiniet frah di t senchri wen Jumieka eh Panish ah galang so isenshali tel di diet wen Spien diliva di ailant tu di British Krong anda di Chriit a Majrid,38
"Di [[Wol]] Waid Web (WWW) a wah infamieshan spies we dakiument ah adaels web rizuos aidentifai bai URL, intalingk bai aipatex lingk, ah kiah axes vaya di Intanet.",Di Wol Waid Web a wah infamieshan spies we dakiument ah adaels web rizuos aidentifai bai URL intalingk bai aipatex lingk ah kiah axes vaya di Intanet,27
Di [[Wol]] Waid Web eh-invent bai hIngglish sayantis [[Tim Berners-Lee]] ina 1989.,Di Wol Waid Web ehinvent bai hIngglish sayantis Tim BernersLee ina,11
"Filasafi a di todi a jinaral ah fondamental prablem, laka dem we kanek wid riyaliti, egzistens, [[nalij]], valiu, riizn, main, ah langwij.",Filasafi a di todi a jinaral ah fondamental prablem laka dem we kanek wid riyaliti egzistens nalij valiu riizn main ah langwij,22
"Di [[Migl Iis]] a wahn riijan we chrech frahn soutwes [[Ieja]], soutiis [[Yuurop]] an naatiis [[Afrika]].",Di Migl_Iis a wahn riijan we chrech frahn soutwes Ieja soutiis Yuurop an naatiis Afrika,15
"Di Migl Iis a di bortplies an spirichwal senta fi Juudaizm, [[Kristianiti]], [[Izlam]], Yezidi, an ina [[Iran]], Michra'izm, Zuoroaschrianizm, Manika'izm, an di Ba'ai Fiet.",Di Migl Iis a di bortplies an spirichwal senta fi Juudaizm Kristianiti Izlam Yezidi an ina Iran Michraizm Zuoroaschrianizm Manikaizm an di Baai Fiet,24
"Di orlies siblaizieshan dem, [[Mesopotiemia]] an ienchent Iijip, divelop ina di Fortail Kresent an Nail Vali riijan a di ienchent Nier Iis, an tu di siblaizieshan a di Levant, Iran, an Ariebian Peninsula.",Di orlies siblaizieshan dem Mesopotiemia an ienchent Iijip divelop ina di Fortail Kresent an Nail Vali riijan a di ienchent Nier Iis an tu di siblaizieshan a di Levant Iran an Ariebian Peninsula,33
"Ada tingz we gwaan ina disa chrasfamieshan ya inkluud di establishment a Izrel ina 1948, an di dipaacha a di Yuuropiian powa dem, Griet Britn an [[Frans]] we wehn av palitikal influens ina di riijan.",Ada tingz we gwaan ina disa chrasfamieshan ya inkluud di establishment a Izrel ina an di dipaacha a di Yuuropiian powa dem Griet Britn an Frans we wehn av palitikal influens ina di riijan,34
"Ina di 20t senchri, wuoliip a kruud ail fain ina di riijan, an disya gi di [[Migl Iis]] muo impuotant ina di [[wol]].",Ina di t senchri wuoliip a kruud ail fain ina di riijan an disya gi di Migl_Iis muo impuotant ina di wol,22
"Mas prodokshan a di ail taat roun 1945, wid [[Saadi Ariebia]], [[Iran]], [[Kuwiet]], [[Irak]], an di Yunaitid Arab Emiriets, uu wehn av di muos ail.",Mas prodokshan a di ail taat roun wid Saadi_Ariebia Iran Kuwiet Irak an di Yunaitid Arab Emiriets uu wehn av di muos ail,23
"Estimet fi di mount a ail rizorv, espeshali ina [[Saadi Ariebia]] an [[Iran]], a som a di aiyis ina di wol.",Estimet fi di mount a ail rizorv espeshali ina Saadi_Ariebia an Iran a som a di aiyis ina di wol,20
Di intanashinal ail kaatel [[OPEK]] av muosli Migl Iistan konchri.,Di intanashinal ail kaatel OPEK av muosli Migl Iistan konchri,10
"Ina di [[Kuol Waar]], di Migl Iis wehna wan plies we yu kuda obzorv aidialajikal an palitikal schrogl bitwiin di tuu suupapowa dem: di [[Yunaitid Stiet]]s an di [[Suoviet Yuunian]], az dem wehna fait fi influens di difrent konchri dem ina di riijan.",Ina di Kuol_Waar di Migl Iis wehna wan plies we yu kuda obzorv aidialajikal an palitikal schrogl bitwiin di tuu suupapowa dem di Yunaitid Stiets an di Suoviet Yuunian az dem wehna fait fi influens di difrent konchri dem ina di riijan,42
Maashal Ailanz a wahn konchri ina [[Uoshania]].,Maashal Ailanz a wahn konchri ina Uoshania,7
Di Bakl a Uochi Rayas aalso nuo az Bakl a Las Chorieras wena di milichri akshan we tek plies pah di ailan a [[Jumieka]] pah 30 Aktuoba 1657 wen wah Panish fuos anda Kristobal Aanaldo Isasi (Cristóbal Arnaldo Ysasi) wena-uop fi tekbak di ailan bot get difiit bai di Ingglish akiupayin fuos anda di Gobna Eduad Daili (Edward D'Oyley).,Di Bakl a Uochi Rayas aalso nuo az Bakl a Las Chorieras wena di milichri akshan we tek plies pah di ailan a Jumieka pah Aktuoba wen wah Panish fuos anda Kristobal Aanaldo Isasi wenauop fi tekbak di ailan bot get difiit bai di Ingglish akiupayin fuos anda di Gobna Eduad Daili,52
"Ina [[matimatix]], tapalaji (frah di Griik ""τόπος"", plies, ah ""λόγος"", todi) kansoern wid di prapatidem a spies we prizaab anda kantinyuos difaamieshan, laka chrechout ah benop, bot no tierop ar gluwop.",Ina matimatix tapalaji kansoern wid di prapatidem a spies we prizaab anda kantinyuos difaamieshan laka chrechout ah benop bot no tierop ar gluwop,23
"Pozalmuro a wahn miunisipaliti luokiet ina di [[pravins a Soria]], [[Kiastiil ahn León]], [[Spien]].",Pozalmuro a wahn miunisipaliti luokiet ina di pravins_a_Soria Kiastiil ahn León Spien,12
Kalalu a wah papila Kiaribiyan dish we arijiniet ina [[Wes Afrika]] ah saab ina difrah-difrah vieriant kraas di Kiaribiyan.,Kalalu a wah papila Kiaribiyan dish we arijiniet ina Wes_Afrika ah saab ina difrahdifrah vieriant kraas di Kiaribiyan,18
"Kamiunizam (frahn [[Latn]]: ""communis"" = ""kaman"") a suosio-iikanamik chrokcha ahn palitikal idialaji dat promuot di extablishment a iigialitierian, klaasles, stietles sasayati bies pahn kaman uonaship ahn kanchruol a di miinz a prodokshan ahn prapati in jinaral.",Kamiunizam a suosioiikanamik chrokcha ahn palitikal idialaji dat promuot di extablishment a iigialitierian klaasles stietles sasayati bies pahn kaman uonaship ahn kanchruol a di miinz a prodokshan ahn prapati in jinaral,31
"Mode Gakuen Cocoon Tower(モード学園コクーンタワー) a di towa fi [[Tuokio]],[[Japan]].",Mode Gakuen Cocoon Tower a di towa fi TuokioJapan,9
Mexiko Siti a di kyapital fi [[Mexiko]].,Mexiko Siti a di kyapital fi Mexiko,7
"Kazmalaji az sayans arijiniet wid di Kopoernikan prinsipl, we himplai se di silestial badidem obie fizikal laa haidentical tu demde pah [[Oert]], ah Nyuutuonian mikianix, we fos lou wi fi handastan demde fizikal laa.",Kazmalaji az sayans arijiniet wid di Kopoernikan prinsipl we himplai se di silestial badidem obie fizikal laa haidentical tu demde pah Oert ah Nyuutuonian mikianix we fos lou wi fi handastan demde fizikal laa,34
"Basshunter, Jonas Erik Altberg (baan 22 Disemba 1984 a Halmstad) a wah singa an DJ fram [[Swiidn]].",Basshunter Jonas Erik Altberg a wah singa an DJ fram Swiidn,11
"Cañamaque a wahn miunisipaliti luokiet ina di [[pravins a Soria]], [[Kiastiil ahn León]], [[Spien]].",Cañamaque a wahn miunisipaliti luokiet ina di pravins_a_Soria Kiastiil ahn León Spien,12
Yugianda a wahn konchri ina [[Afrika]].,Yugianda a wahn konchri ina Afrika,6
"Di Faib Pila a Izlam (""DIN arkān al-Islām"" أركان الإسلام; aalso ""arkān al-dīn"" أركان الدين ""pila a di ad-Din (rilijan)"") a faib biesik ak ina [[Izlam]], kansida ""fard"" (manditori) bai biliivadem ah dem a di foundieshan a Muzlim laif.",Di Faib Pila a Izlam a faib biesik ak ina Izlam kansida fard bai biliivadem ah dem a di foundieshan a Muzlim laif,23
"Kansida az wah legisi frah di British wid slait madifikieshan, di Jumiekan kuot a aamz eh grant tu [[Jumieka]] frah 1661 anda Rayal Warant.",Kansida az wah legisi frah di British wid slait madifikieshan di Jumiekan kuot a aamz eh grant tu Jumieka frah anda Rayal Warant,23
[[Jumieka]] ab diplumatik rilieshan wid muos nieshan an a memba a di [[Yunaitid Nieshan]] ah di Aaganizieshan a Amoerkan Stiet.,Jumieka ab diplumatik rilieshan wid muos nieshan an a memba a di Yunaitid Nieshan ah di Aaganizieshan a Amoerkan Stiet,20
[[Jumieka]] chier di Wokin Gruup pah sumaala Ikanami.,Jumieka chier di Wokin Gruup pah sumaala Ikanami,8
[[Jumieka]] a haktiv memba a di Kamanwelt a Nieshan ah di Nan-Alain Muuvment ([[G-77]]).,Jumieka a haktiv memba a di Kamanwelt a Nieshan ah di NanAlain Muuvment,13
"[[Jumieka]] a benifisheri a di Luomi Kanvenshan, chuu we di [[Yuropiyan Yuunian]] ([[EU]]) grant chried prefrans tu silek stiet [[ina]] [[Ieja]], di Kiaribiyan, ah di [[Pasifik]].",Jumieka a benifisheri a di Luomi Kanvenshan chuu we di Yuropiyan Yuunian grant chried prefrans tu silek stiet ina Ieja di Kiaribiyan ah di Pasifik,25
