text,text_clean,text_ents
" <ns>0</ns>  <revision></revision>  <parentid>34782</parentid>  <timestamp>2018-06-03T12:13:54Z</timestamp>  <contributor></contributor>  <username>Jay [[Jay Marcus]] Keize13</username>    <comment>+ category</comment>  <model>wikitext</model>  <format>text/x-wiki</format> Ho Chi Minh City (""Thành phố Hồ Chí Minh"") esa city i' [[Wiyetnaam]], kuntrii i' sowth-eist Asya, neya Binh Duong, [[Đồng Hới]], Ba Ria-Vung Tau, Long An, Tay Ninh.",nsns revisionrevision parentidparentid timestampTZtimestamp contributorcontributor usernameJay Jay Marcus Keizeusername comment categorycomment modelwikitextmodel formattextxwikiformat Ho Chi Minh City Thành phố Hồ Chí Minh esa city i Wiyetnaam kuntrii i sowtheist Asya neya Binh Duong Đồng Hới Ba RiaVung Tau Long An Tay Ninh,nsns revisionrevision parentidparentid timestampTZtimestamp contributorcontributor usernameJay Jay_Marcus Keizeusername comment categorycomment modelwikitextmodel formattextxwikiformat Ho Chi Minh City Thành phố Hồ Chí Minh esa city i Wiyetnaam kuntrii i sowtheist Asya neya Binh Duong Đồng Hới Ba RiaVung Tau Long An Tay Ninh
Dakaa () es t' kapitel an biges citii a' [[Senegaal]].,Dakaa es t kapitel an biges citii a Senegaal,Dakaa es t kapitel an biges citii a Senegaal
Dakaa es twinned wi':,Dakaa es twinned wi,Dakaa es twinned wi
Tis es t' lyst o' toens i' t' ailen a' [[Norfuk]]:,Tis es t lyst o toens i t ailen a Norfuk,Tis es t lyst o toens i t ailen a Norfuk
"David William Donald Cameron (Oktoeba 9, 1966) waas t' Priim Minista o' t' [[Yunitid Kingdum]].",David William Donald Cameron Oktoeba waas t Priim Minista o t Yunitid Kingdum,David William Donald Cameron Oktoeba waas t Priim Minista o t Yunitid_Kingdum
"Belgrade (""Beograd"") es kapitel citii a' [[Serbya]].",Belgrade Beograd es kapitel citii a Serbya,Belgrade Beograd es kapitel citii a Serbya
"Elbanyan (""Gjuha Shqipe"" in Elbanyan) es em indo-urupeyan [[laenghwij]] spoken mienli i' [[Elbanya]], a kuntri i' [[Urup]].",Elbanyan Gjuha Shqipe in Elbanyan es em indourupeyan laenghwij spoken mienli i Elbanya a kuntri i Urup,Elbanyan Gjuha Shqipe in Elbanyan es em indourupeyan laenghwij spoken mienli i Elbanya a kuntri i Urup
Elbanyan es spoken in [[Kosawo]] an paats a' t' [[North Masedoenya]] tuu.,Elbanyan es spoken in Kosawo an paats a t North Masedoenya tuu,Elbanyan es spoken in Kosawo an paats a t North Masedoenya tuu
"Ronald Wilson Reagan (born February 6, 1911 – June 5, 2004) is the 40th President a' t' Yunitid Staits.",Ronald Wilson Reagan born February June is the th President a t Yunitid Staits,Ronald Wilson Reagan born February June is the th President a t Yunitid Staits
" es d' forth manth a' d' iya, d' sekan manth a' [[spring]] en d' sekan manth a' [[ortam]].",es d forth manth a d iya d sekan manth a spring en d sekan manth a ortam,es d forth manth a d iya d sekan manth a spring en d sekan manth a ortam
S' therti dieh in Ieprel.,S therti dieh in Ieprel,S therti dieh in Ieprel
 <ns>0</ns>  <revision></revision>  <parentid>38858</parentid>  <timestamp>2019-10-28T14:02:45Z</timestamp>  <contributor></contributor>  <username>Coconutic</username>    <model>wikitext</model>  <format>text/x-wiki</format> Swiidish esa [[laenghwij]] i' [[Swiiden]].,nsns revisionrevision parentidparentid timestampTZtimestamp contributorcontributor usernameCoconuticusername modelwikitextmodel formattextxwikiformat Swiidish esa laenghwij i Swiiden,nsns revisionrevision parentidparentid timestampTZtimestamp contributorcontributor usernameCoconuticusername modelwikitextmodel formattextxwikiformat Swiidish esa laenghwij i Swiiden
"Ets mien spoken i' em North Urupean kuntriis, lik Swiiden an [[Finland]].",Ets mien spoken i em North Urupean kuntriis lik Swiiden an Finland,Ets mien spoken i em North Urupean kuntriis lik Swiiden an Finland
Libiia esa kuntrii i' [[Afreka]].,Libiia esa kuntrii i Afreka,Libiia esa kuntrii i Afreka
T' kapitel citii es [[Sarajevo]].,T kapitel citii es Sarajevo,T kapitel citii es Sarajevo
 <ns>0</ns>  <revision></revision>  <parentid>40922</parentid>  <timestamp>2019-12-20T00:52:20Z</timestamp>  <contributor></contributor>  <username>Chongkian</username>    <model>wikitext</model>  <format>text/x-wiki</format> Mediina esa citii i' Saudi Arabia.,nsns revisionrevision parentidparentid timestampTZtimestamp contributorcontributor usernameChongkianusername modelwikitextmodel formattextxwikiformat Mediina esa citii i Saudi Arabia,nsns revisionrevision parentidparentid timestampTZtimestamp contributorcontributor usernameChongkianusername modelwikitextmodel formattextxwikiformat Mediina esa citii i Saudi Arabia
Mediina esa emportan citii i' [[Islem]].,Mediina esa emportan citii i Islem,Mediina esa emportan citii i Islem
Erth (simbol: 🜨) esa [[plaanet]].,Erth simbol 🜨 esa plaanet,Erth simbol 🜨 esa plaanet
Ets t' wun a' nouun plaanets daa haufs piopel ulla jas anii laaef.,Ets t wun a nouun plaanets daa haufs piopel ulla jas anii laaef,Ets t wun a nouun plaanets daa haufs piopel ulla jas anii laaef
Erth orvit da [[san]].,Erth orvit da san,Erth orvit da san
Erth id popyuuleitiid bi plaants an anameals.,Erth id popyuuleitiid bi plaants an anameals,Erth id popyuuleitiid bi plaants an anameals
Et haufs grevity daa maeks st'ff stey daaun.,Et haufs grevity daa maeks stff stey daaun,Et haufs grevity daa maeks stff stey daaun
"Kopengagn ( ) es t' kapitel a' [[Denmark]] an ets t' msa popyulous citii, wi' an urban popyulayshun a' 1,230,728 an a' metropolitan popyulayshun a' 1,956,278.",Kopengagn es t kapitel a Denmark an ets t msa popyulous citii wi an urban popyulayshun a an a metropolitan popyulayshun a,Kopengagn es t kapitel a Denmark an ets t msa popyulous citii wi an urban popyulayshun a an a metropolitan popyulayshun a
[[A]] Hongi es Maori tradishin weah dem nose i' press from wan said t'aedha.,A Hongi es Maori tradishin weah dem nose i press from wan said taedha,A Hongi es Maori tradishin weah dem nose i press from wan said taedha
"Ekwador es a' kuntrii a' t' Pesifik koest a' Sauth Merika north a' [[Peruu]], an enkluuds t' Galapagas Ailen.",Ekwador es a kuntrii a t Pesifik koest a Sauth Merika north a Peruu an enkluuds t Galapagas Ailen,Ekwador es a kuntrii a t Pesifik koest a Sauth Merika north a Peruu an enkluuds t Galapagas Ailen
T' kapitel es Kiito.,T kapitel es Kiito,T kapitel es Kiito
Angela Merkel (17 [[Juulai]] 1954) esa chancellor a' [[Doichland]].,Angela Merkel Juulai esa chancellor a Doichland,Angela Merkel Juulai esa chancellor a Doichland
Shii wos barn i' [[Hamburg]].,Shii wos barn i Hamburg,Shii wos barn i Hamburg
Arzni ([[Aarmanyan]]: Արզնի; Sirayic: ܐܪܙܢܝ‎; [[Rushan]]: Арзни) esa resort willaj i' t' Kotayk Provins o' [[Aarmanya]] lokatid i' t' Hrazdan canyun.,Arzni Aarmanyan Արզնի Sirayic ܐܪܙܢܝ‎ Rushan Арзни esa resort willaj i t Kotayk Provins o Aarmanya lokatid i t Hrazdan canyun,Arzni Aarmanyan Արզնի Sirayic ܐܪܙܢܝ‎ Rushan Арзни esa resort willaj i t Kotayk Provins o Aarmanya lokatid i t Hrazdan canyun
Et wos foundid durin' t' 19th cenchurii b' dem Assiriiyan Kreschans huu migraytid t' Iistern Aarmanya f' [[Eraan]].,Et wos foundid durin t th cenchurii b dem Assiriiyan Kreschans huu migraytid t Iistern Aarmanya f Eraan,Et wos foundid durin t th cenchurii b dem Assiriiyan Kreschans huu migraytid t Iistern Aarmanya f Eraan
T' willaj es predominantlii inhabitid b' dem Assiriiyans.,T willaj es predominantlii inhabitid b dem Assiriiyans,T willaj es predominantlii inhabitid b dem Assiriiyans
"Kot d'Ivuaar ulla Evorii Koest, ofisholi Repablik o' Kot d'Ivuaar esa kuntrii i' [[Afreka]].",Kot dIvuaar ulla Evorii Koest ofisholi Repablik o Kot dIvuaar esa kuntrii i Afreka,Kot dIvuaar ulla Evorii Koest ofisholi Repablik o Kot dIvuaar esa kuntrii i Afreka
T' kapitel es Yamusuukro (281 735 salan) en t' biges citii es Abidjan (4 395 243 salan).,T kapitel es Yamusuukro salan en t biges citii es Abidjan salan,T kapitel es Yamusuukro salan en t biges citii es Abidjan salan
"Joseph Robinette Biden Jr. ([[Nowemba]] 20, 1942) es t' kurent president o' t' Yunitid Staits.",Joseph Robinette Biden Jr Nowemba es t kurent president o t Yunitid Staits,Joseph Robinette Biden Jr Nowemba es t kurent president o t Yunitid Staits
He es t' 46th President.,He es t th President,He es t th President
Suwałki esa citii i' [[Poeland]].,Suwałki esa citii i Poeland,Suwałki esa citii i Poeland
Salan () aa a taip o' kriicha.,Salan aa a taip o kriicha,Salan aa a taip o kriicha
Nikosia ([[Inglish]]: Nicosia) es t' kapitel a' t' [[Siipris]].,Nikosia Inglish Nicosia es t kapitel a t Siipris,Nikosia Inglish Nicosia es t kapitel a t Siipris
"T' popyulashun a' 2012 wos 276,410 piopel.",T popyulashun a wos piopel,T popyulashun a wos piopel
Melekeok esa toen i' [[Palau]]; wos t' kapitel citii o' t' kuntrii (i' 2006).,Melekeok esa toen i Palau wos t kapitel citii o t kuntrii i,Melekeok esa toen i Palau wos t kapitel citii o t kuntrii i
Tok Pisin es a kreol laenghwij spoekn mienli i' [[Papua Nyuu Gini]].,Tok Pisin es a kreol laenghwij spoekn mienli i Papua Nyuu Gini,Tok Pisin es a kreol laenghwij spoekn mienli i Papua_Nyuu_Gini
"Et es rilaytd tuu t' thrii otha Meleniijen kreols; [[Bislama]], Solomon Ailens Pijin an Tores Stret Kreol.",Et es rilaytd tuu t thrii otha Meleniijen kreols Bislama Solomon Ailens Pijin an Tores Stret Kreol,Et es rilaytd tuu t thrii otha Meleniijen kreols Bislama Solomon Ailens Pijin an Tores Stret Kreol
Dominika es a' letl ailen kuntrii en [[Sentril Merika]] an t' karibiyen.,Dominika es a letl ailen kuntrii en Sentril Merika an t karibiyen,Dominika es a letl ailen kuntrii en Sentril_Merika an t karibiyen
T' kapitel citii es Woso (Rosau).,T kapitel citii es Woso Rosau,T kapitel citii es Woso Rosau
Briists ar mamarii glands.,Briists ar mamarii glands,Briists ar mamarii glands
Both fiimales an males technicalii hauf briists.,Both fiimales an males technicalii hauf briists,Both fiimales an males technicalii hauf briists
"However, briists o' fiimales ar enlarjened a' pubertii.",However briists o fiimales ar enlarjened a pubertii,However briists o fiimales ar enlarjened a pubertii
This es duu to t' larger amounts o' estrojens.,This es duu to t larger amounts o estrojens,This es duu to t larger amounts o estrojens
I' otha priimates t' development o' briists usually okuurs onli wi' pregnansii.,I otha priimates t development o briists usually okuurs onli wi pregnansii,I otha priimates t development o briists usually okuurs onli wi pregnansii
One funksyuun o' t' briists es to proviid infaants an children wi' proper nutriisyuun i' t' earlii stages o' life.,One funksyuun o t briists es to proviid infaants an children wi proper nutriisyuun i t earlii stages o life,One funksyuun o t briists es to proviid infaants an children wi proper nutriisyuun i t earlii stages o life
"When a wumuun proviids her babii wi' nutriisyuun yuusin her briists, this esa process called briistfiidin.",When a wumuun proviids her babii wi nutriisyuun yuusin her briists this esa process called briistfiidin,When a wumuun proviids her babii wi nutriisyuun yuusin her briists this esa process called briistfiidin
Eserbeyjanis es salan fram [[Eserbeyjan]].,Eserbeyjanis es salan fram Eserbeyjan,Eserbeyjanis es salan fram Eserbeyjan
Dem tork en [[Eserbeyjani]].,Dem tork en Eserbeyjani,Dem tork en Eserbeyjani
"Sam liw en [[Eserbeyjan]], [[Eraan]], [[Jorja]], [[Rusha]], [[Turkii]], [[Eraak]], [[Siriya]], [[Yukrayn]], [[Kazakstaan]] an [[Uzbekistaan]].",Sam liw en Eserbeyjan Eraan Jorja Rusha Turkii Eraak Siriya Yukrayn Kazakstaan an Uzbekistaan,Sam liw en Eserbeyjan Eraan Jorja Rusha Turkii Eraak Siriya Yukrayn Kazakstaan an Uzbekistaan
Griik es a laenghwij spokan i' Griese.,Griik es a laenghwij spokan i Griese,Griik es a laenghwij spokan i Griese
"Checkmat Es an international brazilian jiu-jitsu association An team, headquartered I long beach, california, usa.",Checkmat Es an international brazilian jiujitsu association An team headquartered I long beach california usa,Checkmat Es an international brazilian jiujitsu association An team headquartered I long beach california usa
"I' was founded I 2008 B' leo vieira,[1] who leads checkmat with his brothers ricardo vieira [2] An leandro vieira.",I was founded I B leo vieira who leads checkmat with his brothers ricardo vieira An leandro vieira,I was founded I B leo vieira who leads checkmat with his brothers ricardo vieira An leandro vieira
"Checkmat currently has affiliate academies Araun T world including I brazil, Yunaitid Kingdum, [[Kaneda]], poland, madagascar, cyprus, sweden, Airlen, england, malaysia, T Yunaitid Stiets, paraguay, spain, france, denmark, T netherlands, iceland, finland, greece, germany, china, japan, korea, [[Singapur]], tunisia, T philippines, [[Ostrielya]], argentina, kazakhstan An ukraine.",Checkmat currently has affiliate academies Araun T world including I brazil Yunaitid Kingdum Kaneda poland madagascar cyprus sweden Airlen england malaysia T Yunaitid Stiets paraguay spain france denmark T netherlands iceland finland greece germany china japan korea Singapur tunisia T philippines Ostrielya argentina kazakhstan An ukraine,Checkmat currently has affiliate academies Araun T world including I brazil Yunaitid Kingdum Kaneda poland madagascar cyprus sweden Airlen england malaysia T Yunaitid Stiets paraguay spain france denmark T netherlands iceland finland greece germany china japan korea Singapur tunisia T philippines Ostrielya argentina kazakhstan An ukraine
[citation needed].,citation needed,citation needed
"T name ""checkmat"" Es derived from T chess term ""checkmate"" An T word ""mat"", being T surface on which brazilian jiu-jitsu Es usually practiced.",T name checkmat Es derived from T chess term checkmate An T word mat being T surface on which brazilian jiujitsu Es usually practiced,T name checkmat Es derived from T chess term checkmate An T word mat being T surface on which brazilian jiujitsu Es usually practiced
T vieira brothers saw similarities I T strategic An tactical nature O' chess An brazilian jiu-jitsu.,T vieira brothers saw similarities I T strategic An tactical nature O chess An brazilian jiujitsu,T vieira brothers saw similarities I T strategic An tactical nature O chess An brazilian jiujitsu
[4] 2013.,,
1st place - Urupean open championship female 3rd place - Urupean open championship master &amp; senior 3rd place - Urupean open championship novice 2nd place - world jiu jitsu championship adult male 2nd place - world jiu jitsu championship adult female 2012.,st place Urupean open championship female rd place Urupean open championship master amp senior rd place Urupean open championship novice nd place world jiu jitsu championship adult male nd place world jiu jitsu championship adult female,st place Urupean open championship female rd place Urupean open championship master amp senior rd place Urupean open championship novice nd place world jiu jitsu championship adult male nd place world jiu jitsu championship adult female
1st place - pan kids championship 2nd place - pan championship 3rd place - world championship novice 3rd place - world championship female 1st place - Urupean open championship female 2nd place - Urupean open championship adult 3rd place - Urupean open championship master &amp; senior 3rd place - Urupean open championship novice 3rd place - brazilian national female 3rd place - brazilian national adult 2011.,st place pan kids championship nd place pan championship rd place world championship novice rd place world championship female st place Urupean open championship female nd place Urupean open championship adult rd place Urupean open championship master amp senior rd place Urupean open championship novice rd place brazilian national female rd place brazilian national adult,st place pan kids championship nd place pan championship rd place world championship novice rd place world championship female st place Urupean open championship female nd place Urupean open championship adult rd place Urupean open championship master amp senior rd place Urupean open championship novice rd place brazilian national female rd place brazilian national adult
1st place - world no-gi championship 2nd place - world championship 1st place - brazilian national female 2nd place - brazilian national adult 3rd place - Urupean open championship adult 1st place - Urupean open championship female 1st place - Urupean open championship master &amp; senior 2nd place - Urupean open championship novice 2010.,st place world nogi championship nd place world championship st place brazilian national female nd place brazilian national adult rd place Urupean open championship adult st place Urupean open championship female st place Urupean open championship master amp senior nd place Urupean open championship novice,st place world nogi championship nd place world championship st place brazilian national female nd place brazilian national adult rd place Urupean open championship adult st place Urupean open championship female st place Urupean open championship master amp senior nd place Urupean open championship novice
2nd place - no-gi world championship adult 2nd place - no-gi world championship female 3rd place - world championship 2nd place - Urupean open championship adult 1st place - Urupean open championship master &amp; senior 3rd place - Urupean open championship novice 2009.,nd place nogi world championship adult nd place nogi world championship female rd place world championship nd place Urupean open championship adult st place Urupean open championship master amp senior rd place Urupean open championship novice,nd place nogi world championship adult nd place nogi world championship female rd place world championship nd place Urupean open championship adult st place Urupean open championship master amp senior rd place Urupean open championship novice
