qcode	count	label	qcodes_broader
Q294688	24	Lyon	['Q4167410']
Q19627421	4	El Dandy	['Q5398426']
Q959618	32	Glasgow	['Q1093829']
Q274126	38	Havana Province	['Q115291', 'Q162620', 'Q55379806']
Q582537	7	Sa majesté Minor	['Q11424']
Q12886621	5	1416	['Q4167410']
Q2099009	6	Playa Santa Lucia	['Q40080', 'Q486972']
Q17924239	14	9 May 2014	['Q2556', 'Q47150325']
Q318165	53	Luke Perry	['Q5']
Q576370	23	Yates City	['Q751708']
Q494781	50	Alcalá de Guadaira	['Q2074737']
Q6782144	10	María Victoria	['Q5']
Q4029322	4	1861	['Q4167410']
Q2028252	22	Campus	['Q751708']
Q956447	15	Freetown	['Q15127012', 'Q106071004']
Q3499336	11	Steward Ceus	['Q5']
Q7304	133	Gustav Mahler	['Q5']
Q2082645	30	Sparta	['Q62049', 'Q1093829']
Q525342	34	Benbrook	['Q1093829']
Q981560	19	South Fork Estates	['Q498162']
Q3710014	5	Howard Eves	['Q5']
Q1445206	42	Ohanes	['Q2074737']
Q205966	58	Riemann hypothesis	['Q319141', 'Q1166625']
Q1398547	20	Solomon W. Golomb	['Q5']
Q12887899	1	Bel-Robertson	['Q5']
Q816091	35	Belmond	['Q1093829']
Q658627	19	Ariel	['Q11424']
Q2303157	31	Hotchkiss	['Q15127012']
Q1181451	23	Port Clinton	['Q777120']
Q155784	21	General Luna	['Q24764']
Q923547	24	Avondale	['Q777120']
Q1019255	28	Vevay	['Q15127012']
Q1064765	29	301	['Q21199', 'Q50707', 'Q765289', 'Q13366129', 'Q18450907', 'Q23296480']
Q3409260	6	Guilty	['Q11424']
Q20562401	1	Samir Sakir	['Q5']
Q1132267	22	Fountain Hill	['Q777120']
Q79577	42	Scottsboro	['Q62049', 'Q1093829']
Q12892662	1	La Concepción	['Q486972']
Q195865	7	John Mackintosh Howie	['Q5']
Q7282119	2	Rafael E. Núñez	['Q5']
Q19701671	10	Camille Lou	['Q5']
Q3709235	3	Włodzimierz Kuperberg	['Q5']
Q662366	22	François Weyergans	['Q5']
Q1762823	38	Bedford	['Q1093829']
Q1933199	33	Elliott	['Q1093829']
Q3308837	3	Michel Albertini	['Q5']
Q2391712	22	San Jose	['Q751708']
Q1570504	28	Arcadia	['Q15221373']
Q7331363	4	Rick Durrett	['Q5']
Q5797298	5	Dacia González	['Q5']
Q601166	34	Niles	['Q532', 'Q56061']
Q3470894	17	Glenbrook	['Q498162']
Q2603725	37	Angels Camp	['Q1093829', 'Q2933979']
Q79259	38	Saraland	['Q1093829']
Q2010000	15	Cerca-la-Source Arrondissement	['Q1665357']
Q20560312	1	Nu Vice	['Q5']
Q313904	22	Balangiga	['Q24764']
Q498825	1	Korean Broadcasting System	['Q14350', 'Q1331793', 'Q1616075']
Q744248	34	Tripoli	['Q1093829']
Q14609928	3	David Boring	['Q5']
Q972636	30	Waucoma	['Q1093829']
Q49315	22	Enrile	['Q24764']
Q3458111	20	Sodus Point	['Q751708', 'Q55237813']
Q2444199	31	Santa Claus	['Q1093829', 'Q76514543']
Q1721796	20	Kaitlin Doubleday	['Q5']
Q3491028	6	Sophie Renoir	['Q5']
Q5417	135	1231	['Q577']
Q935647	10	Theodore Samuel Motzkin	['Q5']
Q143484	13	Gynerium sagittatum	['Q16521']
Q3391243	61	Saccharum officinarum	['Q16521']
Q19650398	24	Alex Lawther	['Q5']
Q13417562	7	.新加坡	['Q843214']
Q954354	27	Noel	['Q1093829']
Q41725	21	Balungao	['Q24764']
Q1684746	7	Jean-Claude Dauphin	['Q5']
Q12965988	14	24 January 2009	['Q2278', 'Q47150325']
Q3449350	20	Plymouth	['Q15127012']
Q3710690	10	Robbinsville Center	['Q498162']
Q202827	58	Gaspard-Gustave de Coriolis	['Q5']
Q11838	77	Little Red Riding Hood	['Q42402646', 'Q47451145']
Q7580	164	1743	['Q235684', 'Q3186692']
Q68173512	8	Rubí (2020)	['Q23745']
Q319959	54	Saint-Laurent-du-Maroni	['Q484170', 'Q902814']
Q2150086	7	Richard Leibler	['Q5']
Q209338	63	Oxnard	['Q1093829', 'Q1549591']
Q935	278	Isaac Newton	['Q5']
Q482481	28	Joseph	['Q15127012']
Q536610	10	Corinne Touzet	['Q5']
Q23685918	5	Hatüey Bacardi Club	['Q476028']
Q66905	28	Thomaston	['Q15127012']
Q79609	41	Prichard	['Q1093829']
Q404403	23	Alicia	['Q24764']
Q310781	44	James Joseph Sylvester	['Q5']
Q12888812	1	Each	['Q36224']
Q187225	21	Mabini	['Q24764']
Q452799	10	Del Monroe	['Q5']
Q1992815	35	Vadnais Heights	['Q1093829']
Q6012557	4	Mi rival	['Q5398426']
Q427699	32	Rolfe	['Q1093829']
Q1445178	19	Franklin	['Q2154459']
Q591435	31	Broxton	['Q1093829', 'Q76514543']
Q15223249	10	9 August 2006	['Q2782', 'Q47150325']
Q1569375	28	New Lisbon	['Q15221373']
Q21590417	10	Keith Powers	['Q5']
Q766339	35	Arnolds Park	['Q1093829']
Q1138847	28	Crandon	['Q62049', 'Q15221373']
Q20559585	1	Michael Baxter	['Q5']
Q20045100	6	1042	['Q4167410']
Q982198	22	Loraine	['Q15127012']
Q2291889	31	Lafayette	['Q1093829']
Q12894098	1	Marie-Katherine Pagé	['Q5']
Q466	4	World Wide Web	['Q121182', 'Q65966993']
Q78448	23	Heinz Hopf	['Q5']
Q12891760	1	Jacques Prosper Gerard Lafontant	['Q5']
Q2169241	24	Sylvarena	['Q751708']
Q713239	73	98	['Q21199', 'Q50707', 'Q13366104']
Q616359	13	Aoyama Gakuin University	['Q902104']
Q561231	30	Hans Albers	['Q5']
Q486138	7	Wife Returns	['Q5398426']
Q30236	126	55	['Q577']
Q4280150	13	Mauricio Hénao	['Q5']
Q3189544	3	Julien Lacombe	['Q5']
Q2630045	23	Hebron	['Q486972', 'Q15127012']
Q920445	33	Neligh	['Q1093829']
Q947981	21	Morning Glory	['Q498162']
Q2664618	24	Van Buren	['Q751708']
Q10951511	7	280	['Q4167410']
Q777528	10	Aurélien Wiik	['Q5']
Q1358171	42	Gérgal	['Q2074737']
Q2477303	12	Judelin Aveska	['Q5']
Q6630485	5	list of newspapers in Jamaica	['Q13406463']
Q2672236	22	St. Johns	['Q486972', 'Q751708']
Q982462	42	Hillsboro	['Q62049', 'Q1093829']
Q2119143	24	Bonfield	['Q751708']
Q2239959	33	Collins	['Q1093829']
Q961919	34	Eureka	['Q1093829']
Q59745	24	Nasugbu	['Q24764']
Q705247	18	Delusions of Grandeur	['Q11424']
Q515873	5	Nina Catach	['Q5']
Q1851740	26	Lookout Mountain	['Q15127012']
Q10436135	5	Brosset	['Q4167410']
Q2431830	24	Becket	['Q15127012']
Q1454	206	North Carolina	['Q35657']
Q575272	36	Carrollton	['Q1093829']
Q3057873	36	Escalon	['Q1093829']
Q1131735	20	Beallsville	['Q777120']
Q973477	20	Murillo	['Q498162']
Q1890249	25	Searsboro	['Q1093829', 'Q17343829']
Q2444930	43	Colusa	['Q1093829']
Q1028676	27	Lingle	['Q15127012']
Q624678	19	Montgomery	['Q15127012', 'Q106071004']
Q2962418	30	Kenton Vale	['Q1093829']
Q54177	95	Podlaskie Voivodeship	['Q150093']
Q369358	16	811	['Q21199', 'Q49008', 'Q13366129']
Q626645	24	Batan	['Q24764']
Q3142010	2	Hubert Gignoux	['Q5']
Q2023330	22	Autryville	['Q15127012']
Q976675	36	Port Jervis	['Q1093829', 'Q15063611']
Q108653993	2	Ganja	['Q11424']
Q3263718	2	Louise Conte	['Q5']
Q37459	124	Nicole Kidman	['Q5']
Q20442551	12	Cady Lalanne	['Q5']
Q17478505	3	Juventud divino tesoro	['Q5398426']
Q17037680	3	¿Quién mató a Patricia Soler?	['Q15416', 'Q5398426']
Q3451760	20	Arrowsic	['Q486972', 'Q15127012']
Q267927	26	Monongahela	['Q21010817']
Q1986505	38	Rosemount	['Q1093829']
Q1930131	34	Lake Mills	['Q1093829']
Q2994262	6	Regional Council of French Guiana	['Q583157']
Q6508006	5	Le droit à la vie	['Q11424']
Q492481	6	My Rosy Life	['Q5398426']
Q1022781	17	Claverack	['Q15127012', 'Q106071004']
Q754618	36	East Hartford	['Q15127012']
Q35171	136	Grover Cleveland	['Q5']
Q54462	22	Orani	['Q24764']
Q2073892	5	Peter Benedict	['Q5']
Q383014	42	Rockwall	['Q1093829']
Q982527	33	Mount Vernon	['Q15127012']
Q2672373	22	Sibley	['Q751708']
Q2322962	5	Saint Raphael	['Q4167410']
Q3181031	30	Park Hills	['Q1093829']
Q3478118	5	Monitor	['Q17343829']
Q45789	76	Satyendra Nath Bose	['Q5']
Q61107909	1	Serge Armel Sawadogo	['Q5']
Q3086496	2	Françoise Giret	['Q5']
Q13413	76	Frosinone	['Q747074']
Q650885	7	McDaniel	['Q4167410']
Q931311	16	Christopher Zeeman	['Q5']
Q386216	66	Tokio Hotel	['Q5741069']
Q59250	24	Agoncillo	['Q24764']
Q1250766	13	Pierre Ossian Bonnet	['Q5']
Q2038439	14	Christian Dotremont	['Q5']
Q977988	31	Sabinal	['Q1093829']
Q1150733	41	Kingston	['Q62049', 'Q1093829']
Q66513	32	Leighton	['Q15127012']
Q3219502	4	Laurent Salgues	['Q5']
Q2378622	22	Perry	['Q15127012']
Q81082	120	Henri Poincaré	['Q5']
Q4864570	15	Barry Norton	['Q5']
Q674820	5	Germinal	['Q11424']
Q3425837	4	René Berthier	['Q5']
Q489	51	Bill Maher	['Q5']
Q1688620	24	Jewett	['Q751708']
Q1184891	30	Sharon	['Q5888666', 'Q21010817']
Q2414338	25	Holbrook	['Q15127012']
Q1609167	15	Christian Vadim	['Q5']
Q2307285	14	Visualization Toolkit	['Q166142', 'Q229371', 'Q1130645']
Q2638160	24	Plain Dealing	['Q15127012', 'Q102126612']
Q22	253	Scotland	['Q3336843']
Q3208743	2	La Femme invisible	['Q11424']
Q1511	188	Richard Wagner	['Q5']
Q985348	38	Santa Paula	['Q1093829']
Q1194192	25	371	['Q21199', 'Q50707', 'Q13366129']
Q58912	79	Courteney Cox	['Q5']
Q1983642	27	Newport	['Q15127012']
Q563719	8	608	['Q4167410']
Q102034	90	Ronald Ross	['Q5']
Q2090443	34	Carnesville	['Q62049', 'Q1093829', 'Q76514543']
Q28829096	13	Lize Kop	['Q5']
Q173	228	Alabama	['Q35657']
Q132482	21	Baliguian	['Q24764']
Q155946	24	Tubod	['Q24764']
Q2960833	2	Charlie Bruneau	['Q5']
Q2417144	22	North Hampton	['Q15127012']
Q31098	119	676	['Q577']
Q25894463	1	Hermes	['Q35872']
Q2068677	29	Wilton	['Q1093829']
Q1165884	34	Darien	['Q1093829', 'Q76514543']
Q12895236	1	Patricia Wright Beaulieu	['Q5']
Q1820746	12	Werner Fenchel	['Q5']
Q722421	16	Georges Marchal	['Q5']
Q20046393	5	1201	['Q4167410']
Q12965889	20	1 December 2008	['Q2297', 'Q47150325']
Q5968360	6	La venganza	['Q5398426']
Q5552	133	1290	['Q577']
Q5270710	6	Diamond	['Q17343829']
Q12202	116	stroke	['Q1931388', 'Q112965645']
Q1934037	31	Conway	['Q1093829']
Q1842	157	Luxembourg	['Q515', 'Q5119', 'Q1549591', 'Q2919801', 'Q51929311']
Q6591664	10	Sergio Sendel	['Q5']
Q3164964	2	Jean-Claude Flamand Barny	['Q5']
Q367653	46	Gregory Hines	['Q5']
Q2336188	25	Midland	['Q15127012']
Q1083165	26	Wildwood Crest	['Q2911266']
Q2412346	9	Tempête Football Club	['Q476028']
Q80739	84	Charlton Heston	['Q5']
Q10751118	6	Añastro	['Q3333989']
Q2315742	28	Underwood	['Q1093829']
Q25521	16	Testament of Orpheus	['Q11424']
Q16945726	1	Afi Davis Harrington	['Q5']
Q16946809	1	Lody Auguste	['Q5']
Q3154982	8	Isabelle Mergault	['Q5']
Q782591	16	Marlboro Township	['Q7830213']
Q588751	29	Colwell	['Q1093829']
Q562108	20	Jørgen Leth	['Q5']
Q870	13	train	['Q334166']
Q64166522	4	Nisrin Erradi	['Q5']
Q2495886	16	Լ	['Q41757766']
Q1181390	22	Minersville	['Q777120']
Q531090	10	Dan-Virgil Voiculescu	['Q5']
Q2231485	30	Ghent	['Q1093829']
Q27074601	34	Wedge-tailed Shearwater	['Q16521']
Q42735	116	Olympia	['Q62049', 'Q1093829', 'Q21518270']
Q3163521	6	I Am with You	['Q11424']
Q13690	44	Northern Mindanao	['Q24698']
Q127950	5	isomer	['Q4897819']
Q3154652	2	Irène Lichtenstein	['Q5']
Q2915749	21	Nicola Walker	['Q5']
Q10853588	142	Kamala Harris	['Q5']
Q1927861	33	Otho	['Q486972', 'Q1093829']
Q1620123	26	Hiram	['Q108569739']
Q989941	41	Fort Morgan	['Q62049', 'Q1093829']
Q925581	25	Loudonville	['Q532']
Q2447189	28	Hunter	['Q1093829']
Q2496879	30	Boston	['Q1093829', 'Q76514543']
Q563430	8	225	['Q4167410']
Q21872808	19	Lena Waithe	['Q5']
Q32437	119	315	['Q577']
Q1183987	22	Mount Penn	['Q777120']
Q972909	30	Benuza	['Q2074737']
Q2862516	34	Umatilla	['Q63440326']
Q867490	33	Itta Bena	['Q1093829']
Q3599845	9	798	['Q4167410']
Q77181	56	Emil Jannings	['Q5']
Q195074	24	Santa Catalina	['Q24764']
Q1088400	11	Plumsted Township	['Q7830213']
Q619690	38	Vélez de Benaudalla	['Q2074737']
Q16492	11	Mary Lee Woods	['Q5']
Q3708536	15	DeWitt	['Q15127012', 'Q106071004']
Q147701	59	Bixa orellana	['Q16521', 'Q214609']
Q1792	165	Gdańsk	['Q707813', 'Q925381', 'Q1549591', 'Q2264924']
Q114699	33	Pacific Games	['Q18608583']
Q381300	9	Alan Weinstein	['Q5']
Q16538	118	South Park	['Q581714', 'Q2291325']
Q922614	23	484	['Q21199', 'Q50705', 'Q50707', 'Q754831', 'Q13366104', 'Q18454866']
Q2362805	19	Flic Story	['Q11424']
Q2124451	31	Parker	['Q62049', 'Q1093829']
Q21738166	31	Jenna Ortega	['Q5']
Q369564	17	964	['Q21199', 'Q50707', 'Q13366104']
Q4191082	7	1692 Jamaica earthquake	['Q7944']
Q132601	21	Sibutad	['Q24764']
Q1181810	22	Tatamy	['Q777120']
Q1624863	13	It All Starts Today	['Q11424']
Q274937	22	Leganes	['Q24764']
Q67928	34	Newville	['Q15127012']
Q181037	34	Gheg Albanian	['Q33384', 'Q34770', 'Q1288568']
Q295471	25	Castillo	['Q4167410']
Q79936	41	Alabaster	['Q1093829']
Q2569213	23	Glocester	['Q15127012']
Q19337	133	1038	['Q577']
Q663035	28	Lincoln	['Q2154459']
Q1380435	35	Salamanca	['Q15063611']
Q82844	3	Olo	['Q11707']
Q12828	22	Burgos	['Q24764']
Q2155841	28	Welaka	['Q15127012']
Q1268	179	Frédéric Chopin	['Q5']
Q174962	19	Lapinig	['Q24764']
Q2227678	32	Willernie	['Q1093829']
Q12886699	2	1535	['Q4167410']
Q2708964	24	Gate	['Q15127012']
Q2830765	4	Alban Ivanov	['Q5']
Q671458	51	Pompano Beach	['Q1093829']
Q3365238	3	Paris	['Q11424']
Q917809	33	Bristol	['Q62049', 'Q2154459']
Q2829544	4	Alain Belmondo	['Q5']
Q1166528	11	2002	['Q4167410']
Q33226	1	speech-language pathology	['Q930752', 'Q1047113', 'Q11862829']
Q391750	58	Villanova Monteleone	['Q747074']
Q467341	7	Lek Nana	['Q5']
Q668679	36	Paradisaea rudolphi	['Q16521']
Q19824653	18	Fatima	['Q11424']
Q2848057	4	André Lacombe	['Q5']
Q1927498	35	Mount Vernon	['Q1093829']
Q79465	37	Yellville	['Q1093829']
Q58338	33	Reyero	['Q2074737']
Q2014	223	2004	['Q217019', 'Q3186692']
Q2674024	27	Summit	['Q532']
Q61107773	2	Pierre Michel Chéry	['Q5']
Q966419	31	Cockrell Hill	['Q1093829']
Q4029660	6	1980	['Q4167410']
Q978407	7	Amor de nadie	['Q5398426']
Q23793868	11	Voices from Chernobyl	['Q11424']
Q7646	166	1760	['Q19828', 'Q217034', 'Q3186692']
Q2396741	30	Rincon	['Q1093829', 'Q76514543']
Q2157485	31	Butterfield	['Q486972', 'Q1093829']
Q1510893	36	Declo	['Q1093829']
Q4877976	12	Beaver	['Q15127012']
Q49179	78	Worcester	['Q62049', 'Q1093829', 'Q1549591']
Q109860581	21	Batgirl	['Q18011171']
Q2349256	17	Vershire	['Q2154459']
Q7185631	2	Phillip Brutus	['Q5']
Q18921632	3	Michel DeGraff	['Q5']
Q2637915	14	Petit-Trou-de-Nippes	['Q3685462']
Q12892320	1	Kdans	['Q5']
Q12886733	2	1595	['Q4167410']
Q953307	29	La Plata	['Q1093829']
Q1707098	19	Joseph Diez Gergonne	['Q5']
Q3709777	5	Tecumseh	['Q17343829']
Q3599516	8	616	['Q4167410']
Q3271119	5	Leon Laleau	['Q5']
Q25258	126	Faroese	['Q34770', 'Q1288568']
Q1884965	10	North Bend	['Q15219655']
Q5381	136	1218	['Q577']
Q91651	5	Adolf Kratzer	['Q5']
Q371441	15	Elliott H. Lieb	['Q5']
Q209011	22	Tigaon	['Q24764']
Q49196	48	Newton	['Q1093829']
Q4885709	5	Ben Geurens	['Q5']
Q8355726	2	Cerralba	['Q3257686']
Q243652	52	Hungarian Soviet Republic	['Q3024240']
Q528527	29	Campbell Scott	['Q5']
Q1375176	24	Scottsville	['Q15411644']
Q390907	58	Martis	['Q747074']
Q1891771	30	Buhl	['Q1093829']
Q12965980	14	2 January 2009	['Q2151', 'Q47150325']
Q29051576	27	Beautiful Boy	['Q11424']
Q5727902	39	circa	['Q104637420']
Q3709262	17	Jamie Hector	['Q5']
Q1492376	16	844	['Q21199', 'Q50707', 'Q13366104']
Q191522	21	Milagros	['Q24764']
Q2293334	23	Farwell	['Q751708']
Q3557305	3	Victor Fotso	['Q5']
Q5049875	18	Castile	['Q15127012', 'Q106071004']
Q981537	35	Floresville	['Q1093829']
Q61813	27	Abraham Gotthelf Kästner	['Q5']
Q711984	19	Francis Girod	['Q5']
Q1614539	37	Lucena del Puerto	['Q2074737']
Q2196499	26	Speed	['Q1093829']
Q485597	7	Miss Mermaid	['Q15416']
Q36161	116	set	['Q19361238']
Q12889429	1	unloading	['Q451967', 'Q747883']
Q19317466	7	Alice Garoute	['Q5']
Q2168779	26	Camargo	['Q486972', 'Q15127012']
Q549464	21	Uniondale	['Q486972', 'Q15127012']
Q128349	60	Wichita Falls	['Q1093829', 'Q1549591']
Q712701	83	32	['Q21199', 'Q50707', 'Q1136880', 'Q10549775', 'Q13366104']
Q1885732	12	Manitowish Waters	['Q15127012']
Q5940889	4	José Julián Gaviria	['Q5']
Q46633	108	Charles Babbage	['Q5']
Q1754045	8	Mahama Johnson Traoré	['Q5']
Q12886676	3	1503	['Q4167410']
Q1193968	24	Hamilton	['Q2154459']
Q603272	31	Snyder	['Q1093829']
Q1095727	27	495	['Q21199', 'Q50707', 'Q854503', 'Q1403502', 'Q13366129']
Q2134514	36	Wheaton	['Q1093829']
Q837631	54	Fuentepinilla	['Q2074737']
Q7479349	11	11 April 2007	['Q2501', 'Q47150325']
Q1413061	22	tropicália	['Q188451', 'Q2198855']
Q7703	170	1776	['Q19828', 'Q217024', 'Q3186692']
Q2671733	21	Elkhart	['Q751708']
Q950897	32	Yakov Sinai	['Q5']
Q20572905	1	Aguas Claras	['Q486972']
Q3438839	2	Roger Cornillac	['Q5']
Q16299261	14	What Happens to My Family?	['Q5398426']
Q2022258	25	Wentworth	['Q62049', 'Q15127012']
Q18921777	3	Hugues Gentillon	['Q5']
Q1005671	31	Green Isle	['Q1093829']
Q29021224	36	Bad Boys for Life	['Q11424']
Q404680	22	Candijay	['Q24764']
Q658220	15	Jemima West	['Q5']
Q2883915	11	Barbara Cabrita	['Q5']
Q24204928	3	Deux Mamelles National Park	['Q46169']
Q2092612	28	Caryville	['Q486972', 'Q15127012']
Q6507520	2	Le President a-t-il Le Sida	['Q11424']
Q3459583	11	Pierpont	['Q751708']
Q17651676	4	Éléphant mouillé	['Q5']
Q137116	32	Lucillo	['Q2074737']
Q2196860	20	Pierron	['Q751708']
Q22674226	7	Stan Lee's Lucky Man	['Q5398426']
Q20575669	1	Antúnez	['Q486972']
Q23699	128	967	['Q577']
Q1512142	34	Donnelly	['Q1093829']
Q857163	35	235	['Q21199', 'Q50707', 'Q190890', 'Q967999', 'Q13366129']
Q12887437	1	Antoine Gina Michel	['Q5']
Q18575751	1	René Bélance	['Q5']
Q12965858	10	7 September 2006	['Q2852', 'Q47150325']
Q20046956	5	1376	['Q4167410']
Q1010023	32	Eitzen	['Q1093829']
Q1280242	17	Kerema	['Q515']
Q735022	32	Walnut Grove	['Q1093829']
Q11152100	5	Umpqua	['Q17343829']
Q14679450	6	Samantha	['Q17343829']
Q20559706	1	Michel Linérol	['Q5']
Q20045383	6	1050	['Q4167410']
Q1926636	33	Aurora	['Q1093829']
Q12051314	3	seismologist	['Q28640']
Q3784506	15	Helen Gardner	['Q5']
Q32088	118	262	['Q577']
Q57312747	2	Julien Guetta	['Q5']
Q3248761	24	Taylorsville	['Q15127012', 'Q76514543']
Q10750565	13	José Luis Rodríguez	['Q5']
Q586523	9	Panamericana Televisión	['Q1616075']
Q642787	42	Atafu	['Q515']
Q289517	30	Giovanni Girolamo Saccheri	['Q5']
Q12893474	1	Leta	['Q42106']
Q156055	21	Lugus	['Q24764']
Q2950210	31	Blackwell	['Q1093829']
Q79873	52	Tombstone	['Q1093829']
Q2747133	9	Cochise	['Q74047', 'Q17343829']
Q4789807	14	Argyle	['Q15127012', 'Q106071004']
Q11642	130	pottery	['Q26904132']
Q666688	29	Eureka	['Q1093829']
Q577536	33	Geneseo	['Q1093829']
Q836020	16	769	['Q21199', 'Q49008', 'Q13366129']
Q1987894	37	Las Animas	['Q1093829']
Q304812	21	Camden	['Q751708']
Q1898100	44	Audubon	['Q1093829']
Q2238098	27	Parkerville	['Q1093829']
Q2019108	28	McIntosh	['Q15127012']
Q6112	135	1352	['Q577']
Q19854947	12	Beloved Eun-dong	['Q5398426']
Q383278	42	Solana Beach	['Q1093829']
Q899635	15	Shreeram Shankar Abhyankar	['Q5']
Q983859	42	El Segundo	['Q1093829']
Q735472	45	191	['Q21199', 'Q49008', 'Q754831', 'Q13366129']
Q5788244	7	Corazón Esmeralda	['Q5398426']
Q14440	92	Iquique	['Q1549591', 'Q2264924', 'Q25412763']
Q4791534	8	Arjay Smith	['Q5']
Q37320	134	Cleveland	['Q62049', 'Q1093829', 'Q1549591']
Q2075229	33	Palmer Lake	['Q15127012']
Q66285	33	Dozier	['Q486972']
Q132744	1	fax	['Q340169']
Q1808056	4	Laurent Achard	['Q5']
Q1183968	20	Slippery Rock	['Q777120']
Q53914556	2	Joyce Bibring	['Q5']
Q7982529	4	Wendling	['Q17343829']
Q934308	44	Fremont	['Q62049', 'Q1093829']
Q300575	5	A Sunday in Kigali	['Q11424']
Q329618	54	German colonial empire	['Q1790360', 'Q3024240']
Q85984670	1	Sara Cabrera Mena	['Q5']
Q2354556	13	Tierras Altas Comarca	['Q3573839']
Q388910	26	Wheaton	['Q1093829']
Q1134239	21	Elverson	['Q777120']
Q30492	120	483	['Q577']
Q777676	21	Verrettes	['Q3685462']
Q5983133	4	Luis Couturier	['Q5']
Q2855307	23	Dixie Inn	['Q751708']
Q713167	75	77	['Q21199', 'Q50707', 'Q754831', 'Q765289', 'Q1200532', 'Q13366129']
Q66708	30	South Vinemont	['Q15127012']
Q30168	128	956	['Q577']
Q223177	64	Casper	['Q1093829']
Q79804	77	Sitka	['Q1093829', 'Q3301053']
Q2747144	11	Gisele Pineau	['Q5']
Q12887010	1	Aboubakar Maitournam	['Q5']
Q31181800	1	Children's Theater Socks	['Q11635']
Q281150	27	Aberdeen	['Q751708']
Q3367	100	Aosta	['Q747074']
Q1016929	21	Cité Soleil	['Q3685462']
Q3002632	3	Crimes en sourdine	['Q11424']
Q16946741	2	Kern Delince	['Q5']
Q490648	10	Hong Gil Dong	['Q5398426']
Q356745	26	Billy Ocean	['Q5']
Q489039	73	Raphaël Varane	['Q5']
Q2106941	37	Idabel	['Q1093829']
Q330593	11	Abraham Seidenberg	['Q5']
Q2659668	26	Wayne	['Q15127012']
Q34828	101	Tequixquiac Municipality	['Q1952852']
Q692	305	William Shakespeare	['Q5']
Q989873	40	Craig	['Q62049', 'Q1093829']
Q37707	3	haiku	['Q223393', 'Q89522629']
Q3575203	2	Zenglen	['Q215380']
Q483434	27	Marysvale	['Q15127012']
Q1942150	16	Searsburg	['Q2154459']
Q973729	36	Southlake	['Q1093829']
Q275347	22	Santa Barbara	['Q24764']
Q30538	123	758	['Q577']
Q12894796	1	Nicole Dolan	['Q5']
Q677144	16	Newport	['Q2154459', 'Q15127012']
Q18947	49	Laurie Holden	['Q5']
Q12887440	1	Antoine Obin	['Q5']
Q2007531	11	Pangu Party	['Q7278']
Q3708404	11	Greenwood	['Q15127012', 'Q106071004']
Q3296040	23	Indian Point	['Q751708']
Q6866	164	1711	['Q235690', 'Q3186692']
Q1013228	34	Sayreville	['Q2911266']
Q956037	27	Tuscumbia	['Q62049', 'Q751708']
Q1073829	15	Harding Township	['Q7830213']
Q482675	32	West Point	['Q1093829']
Q80172	30	Port Alexander	['Q1093829']
Q585728	26	Russellville	['Q1093829']
Q28558	14	Patricia Navidad	['Q5']
Q55592	24	Talavera	['Q24764']
Q2427213	23	Lancaster	['Q15127012']
Q106796	22	Cardona	['Q24764']
Q562743	7	358	['Q4167410']
Q31779	118	635	['Q577']
Q1507767	36	Wapato	['Q1093829']
Q7712563	5	The Adventures of Juan Quin Quin	['Q11424']
Q33744	120	285	['Q577']
Q12886601	5	1370	['Q4167410']
Q1014017	26	McGill	['Q498162']
Q3450385	20	Sidney	['Q15127012']
Q3708957	15	Catharine	['Q15127012', 'Q106071004']
Q20596636	2	Hazelwood	['Q486972']
Q12966016	17	18 May 2009	['Q2576', 'Q47150325']
Q21094206	3	Obin	['Q4167410']
Q1095750	21	431	['Q21199', 'Q49008', 'Q13366129']
Q43016	108	1000	['Q21199', 'Q50707', 'Q63116', 'Q184611', 'Q861555', 'Q13366104', 'Q18451098', 'Q41068772']
Q1445226	42	Olula de Castro	['Q2074737']
Q7324	164	James Cook	['Q5']
Q3710034	5	Abram Ilyich Fet	['Q5']
Q17396380	6	Tetracera alnifolia	['Q16521']
Q72468	2	bureaucracy	['Q28108']
Q1920795	33	Newport	['Q486972']
Q506402	45	Truckee	['Q1093829']
Q6875721	4	Misión S.O.S	['Q5398426']
Q5337248	3	Edgar Frisby	['Q5']
Q975307	25	Eureka	['Q1093829']
Q2517197	27	Kendrick	['Q15127012']
Q3331557	4	Myriam Warner-Vieyra	['Q5']
Q31329	122	114	['Q577']
Q22681207	2	Ajil	['Q4167410']
Q744546	28	Papaichton	['Q484170', 'Q902814']
Q3287201	27	Canute	['Q15127012']
Q450100	48	Ashland	['Q63440326']
Q2331006	30	Lavaca	['Q1093829']
Q12895187	1	Pascal Compere	['Q5']
Q79557	35	Elim	['Q1093829']
Q8346487	6	Citharinus macrolepis	['Q16521']
Q2162753	5	Roland Fraïssé	['Q5']
