Text,Wiki_ID,Wikidata_ID,Source
Human Rights Foundation,None,Q975463,OpenTapioca
Thor Halvorssen Mendoza,None,Q466322,OpenTapioca
Kolòn,None,Q365,OpenTapioca
New York Times,None,Q9684,OpenTapioca
Nicolás Maduro,None,Q58132,OpenTapioca
Daniel Ceballos,None,Q16972254,OpenTapioca
Bagdad,3103,Q1530,Wikipedia
OPEC,None,Q7795,OpenTapioca
Omàn,1998,Q842,Wikipedia
Sid,None,Q703668,OpenTapioca
Peyi bask,22042,Q3995,Wikipedia
primo,None,Q21086634,OpenTapioca
Feliciano Palacios,None,Q5858021,OpenTapioca
Referans,None,Q6092007,OpenTapioca
Aristides Rojas,None,Q23769534,OpenTapioca
Simón Rodríguez,None,Q1358685,OpenTapioca
Istwa,11685,Q309,Wikipedia
Royal,None,Q81923,OpenTapioca
Sorèze,None,Q588787,OpenTapioca
Tarn,None,Q12772,OpenTapioca
lafyèv jòn,63411,Q154874,Wikipedia
Jenn,None,Q18912447,OpenTapioca
Bolívar,None,Q8605,OpenTapioca
Regency,None,Q466459,OpenTapioca
Lond,None,Q170027,OpenTapioca
England,None,Q21,OpenTapioca
Aragua,None,Q190687,OpenTapioca
Castillo San Felipe,None,Q2941437,OpenTapioca
Puerto Cabello,None,Q995695,OpenTapioca
Domingo Monteverde,None,Q1350913,OpenTapioca
Kazas,None,Q851680,OpenTapioca
Miguel Peña,None,Q833201,OpenTapioca
Simon Bolivar,None,Q8605,OpenTapioca
Francisco,None,Q450675,OpenTapioca
Hériz,None,Q1610007,OpenTapioca
Miranda,None,Q311447,OpenTapioca
Bolivar,None,Q230597,OpenTapioca
Cartagena,None,Q657461,OpenTapioca
Pierre Labatut,None,Q3106302,OpenTapioca
Tenerife,None,Q40846,OpenTapioca
Manuel del Castillo,None,Q5994811,OpenTapioca
Tucupido,None,Q985378,OpenTapioca
José Tomas Boves,None,Q1372535,OpenTapioca
Los Llanos,None,Q141501,OpenTapioca
Santiago Mariño,None,Q2226100,OpenTapioca
Francisco Tomas Morales,None,Q5483987,OpenTapioca
Marino,None,Q242926,OpenTapioca
Carupano,None,Q153511,OpenTapioca
Rete,None,Q912062,OpenTapioca
Juan Bautista Arismendi,None,Q3361160,OpenTapioca
Ocumare,None,Q3349025,OpenTapioca
Valencia,None,Q8818,OpenTapioca
Morales,None,Q42410,OpenTapioca
Bonaire,None,Q25396,OpenTapioca
Cumaná,None,Q205824,OpenTapioca
Brion,None,Q241533,OpenTapioca
Gwiyane,None,Q734,OpenTapioca
Angostura,None,Q26906,OpenTapioca
Piar,None,Q2475688,OpenTapioca
Casanare,None,Q13984,OpenTapioca
Apure,None,Q41146,OpenTapioca
Arauca,None,Q230223,OpenTapioca
Santander,None,Q235166,OpenTapioca
Bolívar,None,Q230597,OpenTapioca
José Antonio Páez,None,Q304900,OpenTapioca
La Llanos,None,Q23640071,OpenTapioca
Jose Maria Barreiro,None,Q3186437,OpenTapioca
Kito,3650,Q2900,Wikipedia
Francisco de Paula Santander,None,Q452017,OpenTapioca
Guayaquil,None,Q43509,OpenTapioca
José Joaquín de Olmedo,None,Q981503,OpenTapioca
Perou,18369,Q7169488,Wikipedia
oblik,None,Q190559,OpenTapioca
Livy,None,Q2039,OpenTapioca
Machiavelli,None,Q1399,OpenTapioca
Perou,None,Q419,OpenTapioca
Torre Tagle,None,Q65922920,OpenTapioca
Jauja,None,Q922867,OpenTapioca
Junin,None,Q207973,OpenTapioca
Sucre,None,Q2907,OpenTapioca
Cordova,None,Q5818,OpenTapioca
Hiram Paulding,None,Q734678,OpenTapioca
El Callao,None,Q2678730,OpenTapioca
Bolivi,None,Q750,OpenTapioca
Sánchez,None,Q6070218,OpenTapioca
Hipólito Unanue,None,Q2332382,OpenTapioca
esklav,14158,Q25579377,Wikipedia
Cusco,None,Q5582862,OpenTapioca
El Peruano,None,Q1949576,OpenTapioca
Jorge Basadre,None,Q589047,OpenTapioca
Panama,None,Q804,OpenTapioca
Andrés de Santa Cruz,None,Q467959,OpenTapioca
Jeremy Bentham,None,Q60887,OpenTapioca
Bentham,None,Q60887,OpenTapioca
kito,3650,Q2900,Wikipedia
Marx,None,Q9061,OpenTapioca
Kil,None,Q1707,OpenTapioca
Germán Carrera Damas,None,Q2839901,OpenTapioca
kil,None,Q1024656,OpenTapioca
Simón Bolívar,None,Q8605,OpenTapioca
Avril,None,Q30449,OpenTapioca
salon,None,Q10550521,OpenTapioca
Ciudad Bolivar,None,Q214173,OpenTapioca
Norbert Rehrmann,None,Q121487,OpenTapioca
"di: ""nan",None,Q45698615,OpenTapioca
Guzmán Blanco,None,Q602420,OpenTapioca
Guzman Blanco,None,Q602420,OpenTapioca
forcé,None,Q29175046,OpenTapioca
christère,63976,Q25581845,Wikipedia
Brinmadei,63986,Q25581859,Wikipedia
Noôm,None,Q97690602,OpenTapioca
Vienne,None,Q1741,OpenTapioca
Woêdo,63989,Q25581868,Wikipedia
manniguèth,64074,Q25581948,Wikipedia
KEP,None,Q393878,OpenTapioca
flowbope,63995,Q25581869,Wikipedia
fæculté,64047,Q25581926,Wikipedia
Woêd,63988,Q25581867,Wikipedia
Soètei,64011,Q25581888,Wikipedia
esperei,64012,Q25581891,Wikipedia
aktion,64029,Q65323777,Wikipedia
gardei,64033,Q25581906,Wikipedia
einchartepeinte,64040,Q25581914,Wikipedia
einmbâ shall,64039,Q25581913,Wikipedia
margouyeir,64041,Q25581918,Wikipedia
reifléchihi,64043,Q25581924,Wikipedia
kouthei,64044,Q25581927,Wikipedia
exprinmei,64046,Q25581925,Wikipedia
kæpacité,63997,Q25581880,Wikipedia
Accrèkhei,64052,Q25581938,Wikipedia
accrèkh,64051,Q25581935,Wikipedia
Appashei,64054,Q25581936,Wikipedia
Appash,64053,Q25581940,Wikipedia
Adjèkhtif possessif,64750,Q31721089,Wikipedia
Mannigansei,64075,Q25581951,Wikipedia
Manniguèth,64074,Q25581948,Wikipedia
Coté,None,Q41963,OpenTapioca
Japon,None,Q17,OpenTapioca
Uni,None,Q45813,OpenTapioca
Suisse,None,Q39,OpenTapioca
"Radio Caracas Televisión"" (RCTV",None,Q742964,OpenTapioca
vwa,59477,Q7390,Wikipedia
RCN Televisión,75348,Q80263,Wikipedia
Abner Dubic,None,Q4668134,OpenTapioca
Vado,None,Q12771,OpenTapioca
Pedro,None,Q33923,OpenTapioca
Maite Embil,78113,Q5990202,Wikipedia
konsòn,2729,Q38035,Wikipedia
Charles Baudelaire,69925,Q501,Wikipedia
Porte-Saint-Antoine,None,Q3398946,OpenTapioca
Aupick,None,Q3158164,OpenTapioca
Kritik,None,Q12322987,OpenTapioca
Adélina Lévêque,67647,Q2825477,Wikipedia
Saint Michel,None,Q190583,OpenTapioca
Dofen,None,Q473304,OpenTapioca
Michelle Pierre,None,Q15303834,OpenTapioca
manbo,14692,Q2254446,Wikipedia
oungan,70225,Q1631340,Wikipedia
ounsi,78471,Q3141315,Wikipedia
10 septanm,3375,Q2853,Wikipedia
Luis Fonsi,65252,Q1387726,Wikipedia
Mundo,None,Q2,OpenTapioca
Cali,71692,Q51103,Wikipedia
Aktè,13652,Q33999,Wikipedia
Mathieu Kassovitz,66475,Q491766,Wikipedia
Graham Guit,72668,Q2367941,Wikipedia
wèl,None,Q124714,OpenTapioca
Wadelene Joseph,None,Q61108049,OpenTapioca
Mireille Mathieu,None,Q71452,OpenTapioca
Louis de Funès,66015,Q2737,Wikipedia
Bourvil,69284,Q2750,Wikipedia
Jean Gabin,69290,Q23842,Wikipedia
Fernandel,69283,Q129092,Wikipedia
Jean Grémillon,66648,Q1685560,Wikipedia
Jean Renoir,66645,Q50713,Wikipedia
Marcel Carné,77255,Q52409,Wikipedia
Émile Zola,67947,Q504,Wikipedia
Claude Autant-Lara,69857,Q561255,Wikipedia
Henri Verneuil,66715,Q55394,Wikipedia
Julien Duvivier,71257,Q453683,Wikipedia
Les Misérables,82621,Q3655089,Wikipedia
Victor Hugo,62876,Q535,Wikipedia
Jacques Becker,77517,Q55381,Wikipedia
Denys de La Patellière,71333,Q1190057,Wikipedia
Gilles Grangier,71317,Q1524479,Wikipedia
jidayis,2491,Q9268,Wikipedia
Liliane Pierre-Paul,None,Q65323027,OpenTapioca
Inter,None,Q631,OpenTapioca
Radio Kiskeya,None,Q25002095,OpenTapioca
Etyopi,None,Q115,OpenTapioca
java,None,Q3757,OpenTapioca
Parti de l'Unité nationale,None,Q88326339,OpenTapioca
Borges,None,Q909,OpenTapioca
Curitiba,None,Q4361,OpenTapioca
Maria Callas,None,Q128297,OpenTapioca
Mirada de mujer,69414,Q374463,Wikipedia
Jeanne Moreau,75823,Q106099,Wikipedia
Michèle Morgan,69295,Q234897,Wikipedia
Marc Allégret,66020,Q284911,Wikipedia
Claude Barma,74559,Q2976956,Wikipedia
Michel Boisrond,69988,Q1579876,Wikipedia
Tonton Nord,None,Q12897797,OpenTapioca
Jean Rabel,None,Q1317264,OpenTapioca
Lè,None,Q180117,OpenTapioca
Kimberly Rose,None,Q102138156,OpenTapioca
Nat King Cole,66492,Q137042,Wikipedia
Jérémie Renier,66344,Q741080,Wikipedia
kritik,14549,Q17955,Wikipedia
Panamericana Televisión,79515,Q586523,Wikipedia
Gwadloupeyen,18704,Q12891366,Wikipedia
Mariette Monpierre,17561,Q18221733,Wikipedia
Mama Keïta,69504,Q3284770,Wikipedia
Xavier Gélin,69732,Q2651925,Wikipedia
Zantiy franse,67122,Q21022,Wikipedia
Stendhal,None,Q502,OpenTapioca
Jules Verne,None,Q33977,OpenTapioca
George Sand,None,Q3816,OpenTapioca
Rozo,3722,Q36281,Wikipedia
Doudouyis,69512,Q2398389,Wikipedia
Gérard Oury,None,Q470798,OpenTapioca
Claude Brasseur,69735,Q106544,Wikipedia
Alexandre Brasseur,69745,Q2833500,Wikipedia
Claude Sautet,71302,Q106669,Wikipedia
Élie Chouraqui,77112,Q2916196,Wikipedia
Romane Bohringer,66474,Q451813,Wikipedia
Florence Giorgetti,69886,Q3073971,Wikipedia
Barbara,15886,Q61107028,Wikipedia
Évelyne Bouix,69814,Q1844621,Wikipedia
"l’Europe, « 3",None,Q3090857,OpenTapioca
place d'armes,None,Q2538929,OpenTapioca
tèrra,None,Q2,OpenTapioca
Louis Philippe,None,Q7771,OpenTapioca
Napoléon,None,Q517,OpenTapioca
J.J.,None,Q3328870,OpenTapioca
Séoul,None,Q8684,OpenTapioca
sansi,15121,Q43012,Wikipedia
René Ménil,None,Q3426670,OpenTapioca
doudouyis,69512,Q2398389,Wikipedia
Éric Duret,70350,Q3056256,Wikipedia
Francis Girod,77388,Q711984,Wikipedia
Fabrice Éboué,78005,Q3063963,Wikipedia
Lucien Jean-Baptiste,65238,Q3265564,Wikipedia
8 jiyè,3313,Q2692,Wikipedia
Louise-Adélaïde de Bourbon-Condé,None,Q1757328,OpenTapioca
Marie-Thérèse de Savoie,None,Q233798,OpenTapioca
Louise d'Esparbès de Lussan,None,Q3263848,OpenTapioca
kolonèl,14419,Q104680,Wikipedia
Navarre,None,Q4018,OpenTapioca
Reims,None,Q41876,OpenTapioca
Marcel L'Herbier,81718,Q127109,Wikipedia
Lécuyer,None,Q882457,OpenTapioca
Danièle Thompson,69764,Q374760,Wikipedia
Ado Kyrou,69629,Q2824684,Wikipedia
Atèn,3098,Q1524,Wikipedia
Navarre,22041,Q4018,Wikipedia
Edmond Bernhard,69633,Q3047744,Wikipedia
Fritz Lang,72691,Q19504,Wikipedia
Valenzuela,70496,Q65323152,Wikipedia
Kasik Anri,None,Q1344189,OpenTapioca
Ispanyola,None,Q25277,OpenTapioca
Baoruco,None,Q807079,OpenTapioca
Bohio,None,Q25277,OpenTapioca
Kristof Kolon,None,Q7322,OpenTapioca
Kayiman,2617,Q478759,Wikipedia
kasav,14357,Q12892299,Wikipedia
San Salvador,None,Q3110,OpenTapioca
Brigitte Bardot,70188,Q36268,Wikipedia
Arthur Jugnot,67786,Q2865172,Wikipedia
Maurice Dorléac,79571,Q3300715,Wikipedia
Françoise Dorléac,71038,Q235982,Wikipedia
Sylvie Dorléac,79570,Q47066761,Wikipedia
Christian Vadim,70599,Q1609167,Wikipedia
Chiara Mastroianni,72395,Q283317,Wikipedia
Diblen,3584,Q1761,Wikipedia
Jean Becker,77520,Q1387804,Wikipedia
La Noire de...,65573,Q3211102,Wikipedia
Alain Depardieu,68850,Q16171602,Wikipedia
Alain Delon,69722,Q106529,Wikipedia
Pierre Brasseur,69525,Q945890,Wikipedia
Odette Joyeux,69746,Q536635,Wikipedia
Jean-François Stévenin,69739,Q1684856,Wikipedia
Robinson Stévenin,69741,Q3437193,Wikipedia
Salomé Stévenin,69738,Q3292539,Wikipedia
Pierre Stévenin,69737,Q3387043,Wikipedia
Claire Stévenin,69740,Q61108064,Wikipedia
Sagamore Stévenin,69736,Q328256,Wikipedia
Passe montagne,79578,Q3368237,Wikipedia
Double messieurs,79581,Q3037618,Wikipedia
Albert Brasseur,69743,Q2830984,Wikipedia
Jules Brasseur,69742,Q3188455,Wikipedia
kous,14509,Q65324657,Wikipedia
Samuel Benchetrit,69749,Q970408,Wikipedia
Marie Trintignant,70872,Q235641,Wikipedia
Roman Polanski,81734,Q51552,Wikipedia
Emmanuelle Seigner,69758,Q234890,Wikipedia
Jackson,None,Q497702,OpenTapioca
Foyer Des Arts,None,Q1440246,OpenTapioca
Muriel Huster,None,Q3328117,OpenTapioca
Francis Huster,69767,Q975469,Wikipedia
Magma,60151,Q42278,Wikipedia
Michel Jonasz,73318,Q1342944,Wikipedia
Christine Lelouch,69846,Q2965941,Wikipedia
Alessandra Martines,69847,Q288157,Wikipedia
André Cayatte,69864,Q517725,Wikipedia
Boris Vian,68681,Q7833,Wikipedia
Jacques Prévert,73720,Q165274,Wikipedia
Serge Reggiani,69770,Q461111,Wikipedia
Annie Noël,80431,Q2851691,Wikipedia
Charlie Chaplin,63041,Q1063926,Wikipedia
Bernard Blier,69775,Q599249,Wikipedia
Jean-Pierre Cassel,70987,Q319527,Wikipedia
Vincent Cassel,69265,Q193504,Wikipedia
Vanessa Paradis,69712,Q51023,Wikipedia
Eddie Murphy,70876,Q43874,Wikipedia
Philippe Garrel,69790,Q433979,Wikipedia
Louis Garrel,69789,Q382393,Wikipedia
Esther Garrel,69793,Q3058969,Wikipedia
Maurice Garrel,69792,Q1295222,Wikipedia
Brigitte Sy,69794,Q2925490,Wikipedia
John Cassavetes,69798,Q51488,Wikipedia
Gena Rowlands,69797,Q229258,Wikipedia
Nick Cassavetes,69796,Q431191,Wikipedia
Zoe Cassavetes,69787,Q2381374,Wikipedia
Alexandra Cassavetes,69795,Q511864,Wikipedia
Emmanuelle Béart,69800,Q106458,Wikipedia
Guy Béart,69799,Q74042,Wikipedia
Jacques Doillon,69802,Q710650,Wikipedia
Lou Doillon,69803,Q268940,Wikipedia
Lola Doillon,69801,Q3258763,Wikipedia
Jane Birkin,69804,Q212873,Wikipedia
Julien Rassam,77223,Q3189635,Wikipedia
Thomas Langmann,67799,Q117147,Wikipedia
Maurice Pialat,65168,Q503898,Wikipedia
André Dussollier,69812,Q518457,Wikipedia
Pierre Arditi,69539,Q123135,Wikipedia
Salomé Lelouch,69813,Q3470077,Wikipedia
Jean-Marie Poiré,69861,Q1042021,Wikipedia
Philippe de Broca,77485,Q365141,Wikipedia
Patrick Braoudé,68858,Q3369284,Wikipedia
Didier Kaminka,79961,Q1210550,Wikipedia
Paul Boujenah,70072,Q3370713,Wikipedia
Romain Sardou,69818,Q921603,Wikipedia
Noémie Elbaz,69817,Q3345723,Wikipedia
Davy Sardou,69816,Q3019212,Wikipedia
Guy Bedos,69826,Q3121553,Wikipedia
Nicolas Bedos,69825,Q741655,Wikipedia
blagè,13863,Q25579067,Wikipedia
Jean-Louis Foulquier,81046,Q3166766,Wikipedia
Daniel Auteuil,69880,Q106303,Wikipedia
Philippe Ragueneau,69841,Q3380590,Wikipedia
Jacques Audiard,69834,Q382389,Wikipedia
Michel Audiard,69833,Q7122,Wikipedia
Reines d'un jour,79818,Q3423873,Wikipedia
Lutèce Ragueneau,69839,Q61108067,Wikipedia
Jean-Louis Trintignant,69747,Q106204,Wikipedia
Charles Gérard,81747,Q981234,Wikipedia
Christine Barbelivien,None,Q2965941,OpenTapioca
Gilles Lellouche,69849,Q552639,Wikipedia
Vanessa Demouy,76007,Q447419,Wikipedia
Boisjean,None,Q874744,OpenTapioca
Philippe Lellouche,69848,Q3380215,Wikipedia
François Leterrier,78474,Q769772,Wikipedia
Sarah Bernhardt,68257,Q4605,Wikipedia
Édouard Autant,69856,Q3579726,Wikipedia
Louise Lara,69855,Q3263770,Wikipedia
Paul Cayatte,69865,Q3370827,Wikipedia
Jacques Deray,77539,Q599020,Wikipedia
Lambert Wilson,69490,Q115735,Wikipedia
Lisa Jouvet,69877,Q3242411,Wikipedia
Aurore Auteuil,69830,Q2741893,Wikipedia
Michael Douglas,21577,Q119798,Wikipedia
Les Diaboliques,71091,Q739046,Wikipedia
kebèk,58146,Q176,Wikipedia
Danièle Arditi,75053,Q3015115,Wikipedia
Marc Anthony,67089,Q26625,Wikipedia
Jean-Paul Rappeneau,69908,Q709973,Wikipedia
Élisabeth Rappeneau,69913,Q3587911,Wikipedia
Martin Rappeneau,69911,Q1904781,Wikipedia
Julien Rappeneau,69907,Q3189631,Wikipedia
AZ,None,Q227,OpenTapioca
reve,15088,Q65325079,Wikipedia
Quintilian,None,Q193769,OpenTapioca
Jean-Jacques Rousseau,66915,Q6527,Wikipedia
François-René de Chateaubriand,69917,Q49767,Wikipedia
Jean Giono,16239,Q177411,Wikipedia
Maurice de Guérin,69920,Q551574,Wikipedia
Aloysius Bertrand,69929,Q366464,Wikipedia
Francis Ponge,69918,Q551749,Wikipedia
platon,None,Q859,OpenTapioca
Ekriven,13472,Q36180,Wikipedia
Élisabeth Lafont,69935,Q3587895,Wikipedia
Pauline Lafont,69936,Q468292,Wikipedia
Bernadette Lafont,69934,Q289068,Wikipedia
Deborah Jane Catesby,None,Q75961161,OpenTapioca
David Richard Harington,None,Q75961157,OpenTapioca
Oslo,3701,Q585,Wikipedia
Misisipi,63882,Q1177955,Wikipedia
Horatio Alger,None,Q453251,OpenTapioca
Marie Zidi,69986,Q3292856,Wikipedia
Claude Zidi,69984,Q471010,Wikipedia
Véronique Barrault,None,Q26255314,OpenTapioca
Geraldine Chaplin,69777,Q230636,Wikipedia
Carlos Saura,70002,Q295855,Wikipedia
Lagè a kouto,66614,Q4122570,Wikipedia
Channel 4,75110,Q501070,Wikipedia
Simon Myles,None,Q210669,OpenTapioca
Istwa Ayiti,2801,Q846445,Wikipedia
Gary Cooper,70028,Q93957,Wikipedia
Francis Ford Coppola,70037,Q56094,Wikipedia
Uma Thurman,70040,Q125017,Wikipedia
Kristina Fulton,70063,Q3199794,Wikipedia
Patricia Arquette,70044,Q215976,Wikipedia
Sofia Coppola,70043,Q193628,Wikipedia
Owayo,4040,Q1397,Wikipedia
Lewis Arquette,70045,Q960993,Wikipedia
David Arquette,70046,Q294185,Wikipedia
Courteney Cox,70047,Q58912,Wikipedia
Alabama,4007,Q173,Wikipedia
Tinizi,2214,Q948,Wikipedia
Francis Ford,70036,Q1361838,Wikipedia
Nicolas Cage,70039,Q42869,Wikipedia
Coppola,None,Q193628,OpenTapioca
Gian-Carlo Coppola,70038,Q155299,Wikipedia
Jean-Pierre Aumont,70065,Q534601,Wikipedia
Marisa Pavan,70078,Q271885,Wikipedia
Tina Aumont,69958,Q126164,Wikipedia
Michel Boujenah,70402,Q2917346,Wikipedia
Éric Métayer,70074,Q3591286,Wikipedia
Sadèy,77901,Q1462,Wikipedia
Pier Angeli,70079,Q106988,Wikipedia
Fabrice Luchini,70550,Q620118,Wikipedia
Gustave Flaubert,72455,Q43444,Wikipedia
Charles Victoire Emmanuel Leclerc,70116,Q503201,Wikipedia
ekspedisyon de Sen Domeng,66116,Q3062411,Wikipedia
Yves Pignot,None,Q3573897,OpenTapioca
Laurent Férou,74521,Q781762,Wikipedia
Nicolas Geffrard,32316,Q10975573,Wikipedia
Joseph Balthazar Inginac,None,Q6284183,OpenTapioca
Jeannot Bullet,70134,Q65322960,Wikipedia
Georges Biassou,None,Q3102316,OpenTapioca
Barbara Alyn Woods,70148,Q264702,Wikipedia
Natalie Alyn Lind,70146,Q3336388,Wikipedia
Alyvia Alyn Lind,70147,Q18606166,Wikipedia
Emily Alyn Lind,70143,Q723482,Wikipedia
Holda,None,Q12167476,OpenTapioca
Jean-Pierre Elkabbach,None,Q3169266,OpenTapioca
Jean-Louis Ferrand,70168,Q3166759,Wikipedia
El Seibo,3972,Q1774831,Wikipedia
Bahamas,None,Q778,OpenTapioca
Pòtoriko,None,Q1183,OpenTapioca
Glif,4167,Q36975,Wikipedia
Stati,None,Q2303396,OpenTapioca
Ryswick,None,Q506745,OpenTapioca
Jacques,18110,Q12891742,Wikipedia
Christophe Colomb,None,Q7322,OpenTapioca
La Española,None,Q80702,OpenTapioca
L’Espagnole,None,Q1043,OpenTapioca
L‛Île,None,Q1043,OpenTapioca
Hispaniola,None,Q25277,OpenTapioca
Espagne,None,Q29,OpenTapioca
Léger-Félicité Sonthonax,70272,Q1050194,Wikipedia
Repiblik,1685,Q7270,Wikipedia
gouvènè,59519,Q12891111,Wikipedia
Diego Colomb,70207,Q452379,Wikipedia
Dahomey,None,Q962,OpenTapioca
Colbert,None,Q188971,OpenTapioca
Boukmann,None,Q1268017,OpenTapioca
Ka,None,Q127063,OpenTapioca
drapo Ayiti,64099,Q102987,Wikipedia
Palè,14816,Q12895118,Wikipedia
François Ozon,70217,Q266535,Wikipedia
Louis XIV,85668,Q7742,Wikipedia
Boukmann,70210,Q1268017,Wikipedia
ounfò,78472,Q3358114,Wikipedia
Zonbi,57696,Q9406,Wikipedia
bòkò,13880,Q2713215,Wikipedia
Jean-Eudes Maurice,72427,Q1354984,Wikipedia
Masak ayisyen an nan 1937,66923,Q124693,Wikipedia
pwosesè,70232,Q65323105,Wikipedia
inite dantre,70234,Q65322939,Wikipedia
inite de sòti,70235,Q65322945,Wikipedia
mikwo,14759,Q25579908,Wikipedia
souri,67551,Q65323656,Wikipedia
opalè,70236,Q65323081,Wikipedia
Jean-Baptiste-Donatien de Vimeur de Rochambeau,65713,Q508363,Wikipedia
Auvergne,None,Q1152,OpenTapioca
Damas,None,Q3766,OpenTapioca
Brest,None,Q12193,OpenTapioca
Donatien de Rochambeau,None,Q1240667,OpenTapioca
18e,None,Q200126,OpenTapioca
batay Vètyè,57684,Q2484240,Wikipedia
Auguste-Philippe Donatien de Vimeur de Rochambeau,70329,Q2871012,Wikipedia
Joachim Murat,70327,Q151173,Wikipedia
Elbe,None,Q1644,OpenTapioca
Bawon,None,Q2637944,OpenTapioca
Nations unies,None,Q1065,OpenTapioca
Safy Nebbou,70256,Q3461305,Wikipedia
Olivier Assayas,70075,Q550717,Wikipedia
Laetitia Casta,70714,Q207578,Wikipedia
Montsoreau,None,Q656699,OpenTapioca
John Wentworth Loring,None,Q16066357,OpenTapioca
Konvansyon,14492,Q12892448,Wikipedia
zonbi,57696,Q9406,Wikipedia
Nant,62532,Q12191,Wikipedia
Ganga,None,Q5089,OpenTapioca
pechè,None,Q180538,OpenTapioca
tabak,2578,Q181095,Wikipedia
revolisyon Ayisyen,65549,Q689128,Wikipedia
Fidèl,None,Q11256,OpenTapioca
Ayida Wedo,70312,Q1930712,Wikipedia
Agwe,70304,Q399586,Wikipedia
Caroline Baehr,None,Q16536192,OpenTapioca
swa,58436,Q405704,Wikipedia
lakansyèl,14572,Q1052,Wikipedia
Mari,14710,Q212878,Wikipedia
Wedo,None,Q215646,OpenTapioca
Lwa,None,Q2669834,OpenTapioca
Ogou,None,Q2076410,OpenTapioca
Simbi,70303,Q3484100,Wikipedia
Saint Jean-Baptiste,None,Q40662,OpenTapioca
Sen Jan,None,Q44834809,OpenTapioca
Saint Paul,None,Q316887,OpenTapioca
"Pòl), ki",None,Q20475695,OpenTapioca
Saint Pierre,None,Q33923,OpenTapioca
Sen Pyè,None,Q589980,OpenTapioca
Saint Pierre,None,Q249884,OpenTapioca
maji,59483,Q81741,Wikipedia
Donatien de Rochambeau,70241,Q1240667,Wikipedia
Philippe Niang,67785,Q3380445,Wikipedia
Olivier Marchal,70338,Q694259,Wikipedia
Xavier de Choudens,70355,Q3570816,Wikipedia
Paul de Choudens,None,Q2063312,OpenTapioca
langaj fòmèl,70368,Q192161,Wikipedia
gramè,14291,Q8091,Wikipedia
teyori,60542,Q17737,Wikipedia
tradiksyon,58825,Q7553,Wikipedia
aksyòm,79028,Q17736,Wikipedia
izolan,59548,Q178150,Wikipedia
jan,2465,Q36766,Wikipedia
ka,14316,Q217485,Wikipedia
mòd,14782,Q12684,Wikipedia
konjigezon,60738,Q273193,Wikipedia
fonetik,70386,Q35395,Wikipedia
Semantik,63513,Q39645,Wikipedia
soud,2625,Q12055377,Wikipedia
ekri,14112,Q37260,Wikipedia
avèg,58593,Q12887673,Wikipedia
diskou,14040,Q12889600,Wikipedia
òtofoni,70380,Q33226,Wikipedia
Aristòt,None,Q868,OpenTapioca
Robert E. Longacre,None,Q7343858,OpenTapioca
Montsoreau,70262,Q656699,Wikipedia
Trois hommes et un couffin,78662,Q1257118,Wikipedia
La Belle Verte,76583,Q2586610,Wikipedia
Matthieu Boujenah,70071,Q3299879,Wikipedia
Lucie Boujenah,70070,Q3265250,Wikipedia
Alexandre Arcady,70840,Q772633,Wikipedia
pwen atikilasyon,70411,Q214090,Wikipedia
Jean-Pierre Jeunet,80110,Q217324,Wikipedia
fonetik atikilatwa,70407,Q1200775,Wikipedia
wout bouch,70415,Q65323159,Wikipedia
epiglòt,70419,Q65322886,Wikipedia
vwayèl,2728,Q36244,Wikipedia
Bawon Samdi,80643,Q808674,Wikipedia
respirasyon,60372,Q12896166,Wikipedia
farenks,60292,Q174778,Wikipedia
ezofaj,60885,Q173710,Wikipedia
jès,70424,Q371174,Wikipedia
siy,70427,Q1489772,Wikipedia
koloni,14420,Q133156,Wikipedia
Indien,None,Q668,OpenTapioca
syans fòmèl,70440,Q816264,Wikipedia
aljèb,3864,Q3968,Wikipedia
limit,14636,Q12893511,Wikipedia
jewometri,3747,Q8087,Wikipedia
aljèb inivèsèl,70458,Q1636734,Wikipedia
kilti ayisyen,61565,Q3244653,Wikipedia
Pacific,None,Q98,OpenTapioca
Augustus De Morgan,20586,Q208448,Wikipedia
Simone Adolphine Weil,None,Q157309,OpenTapioca
Simone Weil,None,Q157309,OpenTapioca
André Weil,None,Q323232,OpenTapioca
Nicolas Bourbaki,None,Q190529,OpenTapioca
Sylvie Weil,None,Q15970778,OpenTapioca
Filozof,None,Q351026,OpenTapioca
acha,13747,Q12887029,Wikipedia
vant,59463,Q9597,Wikipedia
Bilten,None,Q661545,OpenTapioca
dèt,13999,Q3196867,Wikipedia
sèvis,15163,Q12897570,Wikipedia
òtograf,70383,Q65323177,Wikipedia
medsen,83838,Q39631,Wikipedia
nen,58459,Q7363,Wikipedia
Zòrèy,58458,Q7362,Wikipedia
Anri,None,Q16004,OpenTapioca
tradisyon,2494,Q82821,Wikipedia
ekonomi nan Ayiti,66094,Q1996232,Wikipedia
Plis,None,Q3895619,OpenTapioca
Phoenix,32054,Q129091,Wikipedia
lang flèksyonèl,70862,Q318917,Wikipedia
fòm,11798,Q12890879,Wikipedia
dikdantan,70881,Q65321978,Wikipedia
Tankou,None,Q14478703,OpenTapioca
pakafini,70880,Q65322500,Wikipedia
Gwo dekouvèt,70512,Q133641,Wikipedia
Pòtigè,14951,Q12895898,Wikipedia
Dinis Dias,70517,Q128780,Wikipedia
Kap Vè,2007,Q1011,Wikipedia
Vasco de Gama,70513,Q7328,Wikipedia
