text,text_preprocessed,k10_label
Dakaa () es t' kapitel an biges citii a' [[Senegaal]].,Dakaa es t kapitel an biges citii a Senegaal,7_3
"Belgrade (""Beograd"") es kapitel citii a' [[Serbya]].",Belgrade es kapitel citii a Serbya,7_0
"Kopengagn ( ) es t' kapitel a' [[Denmark]] an ets t' msa popyulous citii, wi' an urban popyulayshun a' 1,230,728 an a' metropolitan popyulayshun a' 1,956,278.",Kopengagn es t kapitel a Denmark an ets t msa popyulous citii wi an urban popyulayshun a an a metropolitan popyulayshun a,7_6
Melekeok esa toen i' [[Palau]]; wos t' kapitel citii o' t' kuntrii (i' 2006).,Melekeok esa toen i Palau wos t kapitel citii o t kuntrii,7_1
Stokhoelm ( ) es t' kapitel citii a' [[Swiiden]].,Stokhoelm es t kapitel citii a Swiiden,7_1
[[Adamstoen]] es ofishol kapitel an uni toen an citii o' t' ailen.,Adamstoen es ofishol kapitel an uni toen an citii o t ailen,7_2
Sakreb es t' kapitel citii o' [[Kroaysha]].,Sakreb es t kapitel citii o Kroaysha,7_1
Alofi es t' ofishol kapitel a' t' Pesifik ailen kuntrii o' [[Niue]].,Alofi es t ofishol kapitel a t Pesifik ailen kuntrii o Niue,7_2
"Wit' a popyulayshun fewa den 1 000 salan, Alofi haufs t' distinktshun o' b'in t' sekan smaales nashunal kapitel i' form o' popyulayshun afta [[Ngerulmud]], t' kapitel citii o' [[Palau]].",Wit a popyulayshun fewa den salan Alofi haufs t distinktshun o bin t sekan smaales nashunal kapitel i form o popyulayshun afta Ngerulmud t kapitel citii o Palau,7_7
[[Canberra]] es t' kapitel citii.,Canberra es t kapitel citii,7_1
"T' kapitel an t' biges citii es [[Wienna]], t' sekan biges citii es [[Graz]].",T kapitel an t biges citii es Wienna t sekan biges citii es Graz,7_9
Caracas es [[kapitel citii]] o' [[Wenezuela]].,Caracas es kapitel_citii o Wenezuela,7_2
Meksikoe Citii es t' kapitel an t' biges citii o' [[Meksikoe]].,Meksikoe Citii es t kapitel an t biges citii o Meksikoe,7_9
"  Tirana (Standid ; regional Gheg Elbanyan: ""Tirona"") es t' kapitel an t' biges citii a' [[Elbanya]].",Tirana es t kapitel an t biges citii a Elbanya,7_9
"Ulaanbaatar (, , ""Ulaganbagatur"") es t' kapitel an t' biges citii o' [[Mongoelya]].",Ulaanbaatar es t kapitel an t biges citii o Mongoelya,7_9
"Cheboksary ([[Shuwash]]: ""Шупашкар""; [[Rushan]]: ""Чебоксары"") esa citii i' [[Rusha]], t' kapitel an t' mien citii o' Repablik Shuwashya.",Cheboksary esa citii i Rusha t kapitel an t mien citii o Repablik Shuwashya,7_5
Kiev or Kyiv ( ; ) es t' kapitel an biges citii a' [[Yukrayn]].,Kiev or Kyiv es t kapitel an biges citii a Yukrayn,7_3
"A' kapitel citii ulla kapitel toen (ulla simpli kapitel) es t' munisipaelitii enjoyin primarii statyuus i' a' stait, [[kuntrii]], prouvins, ulla taedha region as ets siit a' gaverment.",A kapitel citii ulla kapitel toen es t munisipaelitii enjoyin primarii statyuus i a stait kuntrii prouvins ulla taedha region as ets siit a gaverment,7_8
Wienna es t' kapitel citii a' [[Ostriya]].,Wienna es t kapitel citii a Ostriya,7_1
I' es t' biges non-kapitel citii i' [[Ostrielya]].,I es t biges nonkapitel citii i Ostrielya,7_0
Oslo es t' kapitel an t' biges citii o' [[Norwaii]].,Oslo es t kapitel an t biges citii o Norwaii,7_9
"Akra es t' [[kapitel citii]] a' [[Gaana]], wi' an estimated urban popyulashun a' 4,010,054 as a' 2012.",Akra es t kapitel_citii a Gaana wi an estimated urban popyulashun a as a,7_5
Baku esa t' kapitel an' t' biges [[citii]] a' [[Eserbeyjan]].,Baku esa t kapitel an t biges citii a Eserbeyjan,7_9
"Brussels (, ; , ) es t' kapitel citii a' [[Beljum]].",Brussels es t kapitel citii a Beljum,7_1
"Dili () es t' kapitel, biges citii, chief port an commercial center a' [[Eist Tiimor]].",Dili es t kapitel biges citii chief port an commercial center a Eist_Tiimor,7_5
Worsaaw esa kapitel citii a' [[Poeland]].,Worsaaw esa kapitel citii a Poeland,7_0
"Rushan (""русский язык"") esa em [[laenghwij]] i' [[Rusha]].",Rushan esa em laenghwij i Rusha,6_4
"Samoan esa Polynesian laenghwij, es spoken i' [[Samoa]].",Samoan esa Polynesian laenghwij es spoken i Samoa,6_4
"Oksietan esa [[laenghwij]] mein spoek i' [[Frans]], [[Italii]], [[Spain]] en [[Monako]] a' em teritrii o' [[Urup]].",Oksietan esa laenghwij mein spoek i Frans Italii Spain en Monako a em teritrii o Urup,6_9
Katalan () es a laenghwij spoken en t' riijin o' [[Cataloniya]] an i' t' kuntrii o' [[Endora]].,Katalan es a laenghwij spoken en t riijin o Cataloniya an i t kuntrii o Endora,6_11
Faaroyean (føroyskt mál) esa ofishol laenghwij i' [[dem Faaro Ailen]] ([[Denmark]]).,Faaroyean esa ofishol laenghwij i dem_Faaro_Ailen,6_5
Maaori Laenghwij Wiik es a wiik 'bout t' [[Maaori]] laenghwij.,Maaori Laenghwij Wiik es a wiik bout t Maaori laenghwij,6_4
"Italiian esa [[laenghwij]] mienlii spoek i' [[Italii]], a' em teritrii o' [[Urup]].",Italiian esa laenghwij mienlii spoek i Italii a em teritrii o Urup,6_9
Leten esa ekstiinkt [[laenghwij]] bin spoken i' Romaan Empaaye.,Leten esa ekstiinkt laenghwij bin spoken i Romaan Empaaye,6_4
"Lithyuanyan es em [[laenghwij]] spoken i' [[Lithyuanya]], i' [[Urup]].",Lithyuanyan es em laenghwij spoken i Lithyuanya i Urup,6_11
Poelish esa em laenghwii i' [[Poeland]].,Poelish esa em laenghwii i Poeland,6_4
Dem [[Cook]] [[Ailen]] Māori es an isolatin laenghwij [[wit]]' a rilii smaal morfolojii.,Dem Cook Ailen Māori es an isolatin laenghwij wit a rilii smaal morfolojii,6_4
"Kaas es mark'd b' t' partikul tat inishiaits a nown frase, an lik most o' dem Iist Polynesian laenghwijs, dem Cook [[Ailen]] Māori haufs nominativ-accusativ kas markin.",Kaas es markd b t partikul tat inishiaits a nown frase an lik most o dem Iist Polynesian laenghwijs dem Cook Ailen Māori haufs nominativaccusativ kas markin,6_0
Slowarkyan esa em laenghwii i' [[Slowarkya]].,Slowarkyan esa em laenghwii i Slowarkya,6_4
"T' Spanish laenghwij (""El idioma español"") esa Romans laenghwij spoekn i' [[Spain]], a' Urupiin kuntrii, an' deir formur empayee i' t' western hemusfiir ([[Leten Merika]]).",T Spanish laenghwij esa Romans laenghwij spoekn i Spain a Urupiin kuntrii an deir formur empayee i t western hemusfiir,6_1
"Shiinese (Chinese) es a laenghwij spokan i' [[Shiina]], Tawaiin, [[Singapur]], [[Hong Kong]], Macau an [[Kresmes Ailen]].",Shiinese es a laenghwij spokan i Shiina Tawaiin Singapur Hong Kong Macau an Kresmes Ailen,6_11
Pijin es inglish-based creole [[laenghwij]] mein spoken i' [[Solamon Ailen]].,Pijin es inglishbased creole laenghwij mein spoken i Solamon Ailen,6_9
"Belarushan（ ""biełaruskaja mova""） esa em laenghwij i' [[Belerus]].Et es spoken mas i'Belerus.",Belarushan（ biełaruskaja mova） esa em laenghwij i BelerusEt es spoken mas iBelerus,6_4
"Dem Turkic laenghwij: [[Eserbeyjani]], Turkiish Dem [[Semit]] laenghwij: [[Auramaik]], [[Erabek]], [[Hiibruu]] Otha laenghwij: [[Griinlendik]], [[Tahityan]], [[Estonyan]], Samoan, [[Tongan]], Maori, Hawaiian.",Dem Turkic laenghwij Eserbeyjani Turkiish Dem Semit laenghwij Auramaik Erabek Hiibruu Otha laenghwij Griinlendik Tahityan Estonyan Samoan Tongan Maori Hawaiian,6_2
Mos Merikan Samoans ar tal tuu laenghwij an ken tal [[Inglish]] an [[Samoaan]] flyuuentlii.,Mos Merikan Samoans ar tal tuu laenghwij an ken tal Inglish an Samoaan flyuuentlii,6_4
Pitkern esa [[laenghwij]] spok'n i' [[Pitkern Ailen]].,Pitkern esa laenghwij spokn i Pitkern Ailen,6_11
Hindi esa ofishol laengwij o' India an [[Fiijii]].,Hindi esa ofishol laengwij o India an Fiijii,6_5
Bislama esa inglish-based creole [[laenghwij]] mein tal'n i' [[Wanwaatuu]] an [[Nyuu Kaledonya]].,Bislama esa inglishbased creole laenghwij mein taln i Wanwaatuu an Nyuu Kaledonya,6_9
"Es rilii riilated t' [[Tongan]] an dem laenghwij lik [[Maaori]], [[Samoaan]], an [[Hawayiian]] tuu.",Es rilii riilated t Tongan an dem laenghwij lik Maaori Samoaan an Hawayiian tuu,6_4
"French es a' 'aitalik' or 'roemantik' laenghwij simis [[Italiian]], [[Spanish]], [[Leten]] an mor.",French es a aitalik or roemantik laenghwij simis Italiian Spanish Leten an mor,6_4
"T' ofishol [[laenghwij]] es [[French]], kurencii es [[Uro]].",T ofishol laenghwij es French kurencii es Uro,6_5
"Porchuguees ( or ) esa Romance laenghwij, an es t' sole ofishol laenghwij a' [[Porchugal]], [[Bresel]], [[Mozambique]], [[Angola]], [[Cape Verde]], [[Gini-Bisau]], [[Sau Toem an Prinsiip]], an tuu has co-ofishol laenghwij stetus in Macau, [[Shiina]] an in [[Eist Tiimor]], Sowtheist Asya.",Porchuguees esa Romance laenghwij an es t sole ofishol laenghwij a Porchugal Bresel Mozambique Angola Cape Verde GiniBisau Sau Toem an Prinsiip an tuu has coofishol laenghwij stetus in Macau Shiina an in Eist Tiimor Sowtheist Asya,6_3
Serbyan esa major [[laenghwij]] a' [[Serbya]].,Serbyan esa major laenghwij a Serbya,6_4
Roemaansh es t' [[laenghwij]] spoekn b' t' mownten mehn a' [[Switsaland]].,Roemaansh es t laenghwij spoekn b t mownten mehn a Switsaland,6_11
 esa studeh a' [[laenghwij]]es.,esa studeh a laenghwijes,6_4
Ets t' ofishol laenghwij o' dem Cook Ailen an esa indijenus laenghwij o' t' Realm o' [[Nyuu Ziilan]].,Ets t ofishol laenghwij o dem Cook Ailen an esa indijenus laenghwij o t Realm o Nyuu_Ziilan,6_5
[[Erabek]] es t' ofishol laenghwij.,Erabek es t ofishol laenghwij,6_5
[[Inglish]] es wan a' t' larges ofishol laenghwijs a' Erth.,Inglish es wan a t larges ofishol laenghwijs a Erth,6_5
[[Spanish]] es a popwular ofishol laenghwij tuu.,Spanish es a popwular ofishol laenghwij tuu,6_5
[[Rushan]] es popwulares laengwij a' Sentril Asya an Eist Urup.,Rushan es popwulares laengwij a Sentril Asya an Eist Urup,6_4
"Shuwash esa em laenghwii i' [[Shuwashya]], [[Rusha]].",Shuwash esa em laenghwii i Shuwashya Rusha,6_4
[[Erabek]] es t' mien laenghwij o' t' kuntrii.,Erabek es t mien laenghwij o t kuntrii,6_4
Norfuk (Norf'k) es a kreol [[laenghwij]] spoekn mien orn [[Norfuk Ailen]] an es disendiid fram t' [[Pitkern]] laenghwij a' t' setlas from [[Pitkern Ailen]].,Norfuk es a kreol laenghwij spoekn mien orn Norfuk Ailen an es disendiid fram t Pitkern laenghwij a t setlas from Pitkern Ailen,6_6
"Jirman/Jerman ulla Doich (""Deutsch"") esa [[laenghwij]] mien spoekn i' [[Doichland]], [[Ostriya]] an [[Switsaland]], em kuntriis a' [[Urup]].",JirmanJerman ulla Doich esa laenghwij mien spoekn i Doichland Ostriya an Switsaland em kuntriis a Urup,6_7
"Latwyan esa [[laenghwij]] i' [[Latwya]], esa i' [[Urup]].",Latwyan esa laenghwij i Latwya esa i Urup,6_4
Dem Faaro Ailen [[laenghwij]] esa [[Danish]] 'a [[Faaroyean]].,Dem Faaro Ailen laenghwij esa Danish a Faaroyean,6_4
"T' Griinlendik (""Kalaallisut"") esa [[laenghwij]] o' t' Eskimau-aleution laenghwij, spoken b' t' indiijineus pipal o' [[Griinland]].",T Griinlendik esa laenghwij o t Eskimaualeution laenghwij spoken b t indiijineus pipal o Griinland,6_8
Maaori (Te reo Māori) esa laenghwij mien spoken i' [[Nyuu Ziilan]].,Maaori esa laenghwij mien spoken i Nyuu_Ziilan,6_4
Bulgeriyan esa [[laenghwij]] i [[Bulgeriya]].,Bulgeriyan esa laenghwij i Bulgeriya,6_4
Aarmanyan esa laenghwij mein spoken i' [[Aarmanya]].,Aarmanyan esa laenghwij mein spoken i Aarmanya,6_9
"Romainyan esa laenghwij mien spoken i' [[Romainya]] an [[Moldoewa]], a' em teritrii o' [[Urup]].",Romainyan esa laenghwij mien spoken i Romainya an Moldoewa a em teritrii o Urup,6_9
"Dutch (""Nederlands"") esa [[laenghwij]] mien spoekn i' [[Dem Nethiland]] an [[Beljum]], em kuntriis a' [[Urup]].",Dutch esa laenghwij mien spoekn i Dem Nethiland an Beljum em kuntriis a Urup,6_9
"Elbanyan (""Gjuha Shqipe"" in Elbanyan) es em indo-urupeyan [[laenghwij]] spoken mienli i' [[Elbanya]], a kuntri i' [[Urup]].",Elbanyan es em indourupeyan laenghwij spoken mienli i Elbanya a kuntri i Urup,6_11
Tok Pisin es a kreol laenghwij spoekn mienli i' [[Papua Nyuu Gini]].,Tok Pisin es a kreol laenghwij spoekn mienli i Papua_Nyuu_Gini,6_11
[[Pitkern]] (tuu Norfuk) es a' langgwidc daa es spokn i' Norfuk ailen tuu.,Pitkern es a langgwidc daa es spokn i Norfuk ailen tuu,6_4
T' Hawayiian (Hawayiian: ʻŌlelo Hawaiʻi) esa laenghwij tal'n i' [[Hawayii]] (Yunitid Staits).,T Hawayiian esa laenghwij taln i Hawayii,6_4
"Siciliian (Sicilianu) esa [[laenghwij]] mein spoek i' [[Sicilii]], a' em teritrii o' [[Urup]].",Siciliian esa laenghwij mein spoek i Sicilii a em teritrii o Urup,6_9
Hiibruu esa wun a' em [[laenghwij]] o' t' [[Medl Eist]].,Hiibruu esa wun a em laenghwij o t Medl Eist,6_4
"Tahityan esa [[laenghwij]] spoken i' [[Tahitii]] ailen, i' t' [[Pesifik Oshen]].",Tahityan esa laenghwij spoken i Tahitii ailen i t Pesifik Oshen,6_11
' esa [[laenghwij]] spoken meinli i' [[Denmark]] 'a [[Griinland]] 'a Faaro Ailen. ',esa laenghwij spoken meinli i Denmark a Griinland a Faaro Ailen,6_11
"Eserbeyjani (""Azərbaycan dili"") es a' Turkic [[laenghwij]] mein spoken i' [[Eserbeyjan]], [[Eraan]], [[Jorja]], [[Rusha]], [[Turkii]] an [[Eraak]].",Eserbeyjani es a Turkic laenghwij mein spoken i Eserbeyjan Eraan Jorja Rusha Turkii an Eraak,6_9
"T' 2013 Konstitushun maeked Fijian as an ofishol laenghwij o' Fiji, wit' Inglish an [[Hindi]] tuu, an deir es diskushun abaut establishin et as t' ""nashunal laenghwij"", alla Inglish an Hindi wil stey ofishol.",T Konstitushun maeked Fijian as an ofishol laenghwij o Fiji wit Inglish an Hindi tuu an deir es diskushun abaut establishin et as t nashunal laenghwij alla Inglish an Hindi wil stey ofishol,6_10
"Skots ([[Inglish]]: ""Scots"", Scots: ""Scots"", Skottish Gaelic: ""Albais"") es a laenghwij spokan i' [[Skotlund]].",Skots es a laenghwij spokan i Skotlund,6_11
"Afrikaans (Afrekaans) esa laenghwij spokn b' Afrikaners i' [[Namibia]], [[Sowth Afreka]], [[Botswana]], [[Zambia]] an [[Zimbabwe]].",Afrikaans esa laenghwij spokn b Afrikaners i Namibia Sowth Afreka Botswana Zambia an Zimbabwe,6_11
Auramaik esa [[laenghwij]] i' t' [[Medl Eist]].,Auramaik esa laenghwij i t Medl Eist,6_4
T' ofishol laenghwij es [[Erabek]] an t' ofishol kurencii es Dinar o' Tunisia.,T ofishol laenghwij es Erabek an t ofishol kurencii es Dinar o Tunisia,6_5
T' ofisholi laenghwijes es Abkasiyan an [[Rushan]].,T ofisholi laenghwijes es Abkasiyan an Rushan,6_4
"Estonyan (""eesti keel"" i' Estonyan) es em [[laenghwij]] spoken i' [[Estonya]], a kuntri i' [[Urup]].",Estonyan es em laenghwij spoken i Estonya a kuntri i Urup,6_11
Erabek es em Erab [[laenghwij]].,Erabek es em Erab laenghwij,6_4
"'Bout 250 milyan salan speaken Erabek, en t' [[laenghwij]] i' weri emportent t' dem muslim, a' dem muslim biliwe a' [[God]] yuus a' t' tark t' Mohamid, a' giiwe hii t' Koran.",Bout milyan salan speaken Erabek en t laenghwij i weri emportent t dem muslim a dem muslim biliwe a God yuus a t tark t Mohamid a giiwe hii t Koran,6_12
T' kapitel citii es [[Melban]].,T kapitel citii es Melban,3_9
T' [[kapitel citii]] es [[Kingston]].,T kapitel_citii es Kingston,3_7
"T' kapitel citii es Jerusalem daa es houlii i' [[Islem]], [[Judaism]] an [[Kreschenitii]].",T kapitel citii es Jerusalem daa es houlii i Islem Judaism an Kreschenitii,3_0
"T’ kapitel citiis are Pretoria, [[Cape Taun]] an Bloemfontein.",T ’ kapitel citiis are Pretoria Cape_Taun an Bloemfontein,3_1
T' kapitel citii es [[Kaliningrad]].,T kapitel citii es Kaliningrad,3_9
Es kapitel citii a' [[Brisbin]].,Es kapitel citii a Brisbin,3_4
T' kapitel citii es [[Tbilisi]].,T kapitel citii es Tbilisi,3_9
T' kapitel citii es [[Manila]].,T kapitel citii es Manila,3_9
"Ets kapitel citii es [[Prishtina]] (i' [[Elbanyan]]: ""Prishtinë"", i' [[Serbyan]]: ""Приштина"" or ""Priština"").",Ets kapitel citii es Prishtina,3_9
T' kapitel citii es [[London]].,T kapitel citii es London,3_9
T' kapitel citii o' French Poliineya es [[Papeete]].,T kapitel citii o French Poliineya es Papeete,3_2
T' kapitel citii es [[Brussels]].,T kapitel citii es Brussels,3_9
T' kapitel citii es [[Tirana]].,T kapitel citii es Tirana,3_9
T' kapitel citii es [[Berlin]].,T kapitel citii es Berlin,3_9
T' kapitel citii es [[Skopie]].,T kapitel citii es Skopie,3_9
T' kapitel citii es [[Nasau]].,T kapitel citii es Nasau,3_9
T' kapitel citii es [[Belgrade]] a' popyulayshun es ca 7 milyan i' 2016.,T kapitel citii es Belgrade a popyulayshun es ca milyan i,3_3
Es kapitel citii a' [[Oslo]].,Es kapitel citii a Oslo,3_4
T' kapitel citii es [[Edelaid]].,T kapitel citii es Edelaid,3_9
T' kapitel citii es [[Numea]].,T kapitel citii es Numea,3_9
Es kapitel citii a' [[Pirth]].,Es kapitel citii a Pirth,3_4
"T' kapitel citii es [[Bern]] (""de facto"").",T kapitel citii es Bern,3_9
T' kapitel citii es [[Juuno]].,T kapitel citii es Juuno,3_9
T' kapitel citii es [[Minsk]].,T kapitel citii es Minsk,3_9
T' kapitel citii es [[Bisau]].,T kapitel citii es Bisau,3_9
T' kapitel citii es [[Sofia]].,T kapitel citii es Sofia,3_9
"T' kapitel citii es [[Jibuuti]], an t' popyulashun es 942,333 (2016).",T kapitel citii es Jibuuti an t popyulashun es,3_9
T' kapitel citii es [[Paris]].,T kapitel citii es Paris,3_9
Es kapitel citii a' [[Sidni]].,Es kapitel citii a Sidni,3_4
T' kapitel citii es [[Sakreb]].,T kapitel citii es Sakreb,3_9
T' kapitel citii es [[Bogota]].,T kapitel citii es Bogota,3_9
"T' kapitel citii es Woshingtun, an t' larges citii es [[Nyuu York]].",T kapitel citii es Woshingtun an t larges citii es Nyuu_York,3_5
T' kapitel citii es [[Mogadisho]].,T kapitel citii es Mogadisho,3_9
T' kapitel citii es [[Sarajevo]].,T kapitel citii es Sarajevo,3_9
"T' kapitel citii es [[Basseterre]] (en [[Saint Kitts]]), an t' populashen es 52,650 en 2010.",T kapitel citii es Basseterre an t populashen es en,3_6
T' [[kapitel citii]] es Ottawa.,T kapitel_citii es Ottawa,3_7
T' kapitel citii es [[Cairo]].,T kapitel citii es Cairo,3_9
Es kapitel citii a' [[Athens]].,Es kapitel citii a Athens,3_4
T' kapitel citii es [[Hanoi]].,T kapitel citii es Hanoi,3_9
T' [[kapitel citii]] a' Niue es [[Alofi]].,T kapitel_citii a Niue es Alofi,3_7
T' kapitel citii es [[Beijing]].,T kapitel citii es Beijing,3_9
"T' kapitel citii es [[Worsaaw]], a' popyulayshun a' 38.5 milyan salan (as a' 2014 iya).",T kapitel citii es Worsaaw a popyulayshun a milyan salan,3_8
T' kapitel citii es [[Wiktoreya]].,T kapitel citii es Wiktoreya,3_9
T' kapitel citii es [[Madrid]].,T kapitel citii es Madrid,3_9
T' kapitel citii es [[Kiev]] (Yukrayniian: Київ).,T kapitel citii es Kiev,3_9
T' kapitel сitii es [[Helsinki]].,T kapitel сitii es Helsinki,3_7
T' kapitel citii es [[Dublin]].,T kapitel citii es Dublin,3_9
Es kapitel citii a' [[Ankara]].,Es kapitel citii a Ankara,3_4
T' kapitel citii es [[Nuuk]].,T kapitel citii es Nuuk,3_9
T' kapitel citii o' Shuwashya es [[Cheboksary]].,T kapitel citii o Shuwashya es Cheboksary,3_4
T' kapitel citii es [[Tunis]] (Tunisia).,T kapitel citii es Tunis,3_9
T' kapitel citii es [[Sukhumi]] (Sukhum).,T kapitel citii es Sukhumi,3_9
[[Tallinn]] es t' kapitel.,Tallinn es t kapitel,5_6
Es kapitel a' [[Funafuti]].,Es kapitel a Funafuti,5_2
Breselya ([[Porchuguees]]: Brasília) es t' kapitel o' [[Bresel]].,Breselya es t kapitel o Bresel,5_4
T' kapitel es [[Managua]].,T kapitel es Managua,5_5
Es kapitel o' t' stait a' [[Kwiinsland]].,Es kapitel o t stait a Kwiinsland,5_2
Cairo () es t' kapitel a' [[Ejiipt]].,Cairo es t kapitel a Ejiipt,5_4
Yerevan es t' kapitel a' [[Aarmanya]].,Yerevan es t kapitel a Aarmanya,5_4
T' kapitel es [[Dakaa]].,T kapitel es Dakaa,5_5
[[Riigaa]] es t' kapitel.,Riigaa es t kapitel,5_6
"Daun A'Taun ([[Inglish]]: ""Kingston"") es t' ofishol kapitel a' [[Norfuk Ailen]].",Daun ATaun es t ofishol kapitel a Norfuk_Ailen,5_0
"Juuno ([[Inglish]]: ""Juneau"") es t' kapitel a' [[Alaska]], Yunitid Staits.",Juuno es t kapitel a Alaska Yunitid Staits,5_4
T' kapitel es [[Breselya]].,T kapitel es Breselya,5_5
Es kapitel s' [[Apya]].,Es kapitel s Apya,5_2
T' kapitel es [[Bamaakoe]].,T kapitel es Bamaakoe,5_5
Es kapitel a' [[Ulan Bator]].,Es kapitel a Ulan_Bator,5_2
Es kapitel a' stait a' [[Wiktoreya]].,Es kapitel a stait a Wiktoreya,5_2
Es kapitel a' [[Nuku'alofa]].,Es kapitel a Nukualofa,5_2
"Numea (""[[French]]: Nouméa"") es t' kapitel a' [[Nyuu Kaledonya]].",Numea es t kapitel a Nyuu_Kaledonya,5_4
Es kapitel a' [[Nikosia]].,Es kapitel a Nikosia,5_2
Es kapitel a' [[Eraan]].,Es kapitel a Eraan,5_2
Madrid es t' kapitel a' [[Spain]].,Madrid es t kapitel a Spain,5_4
[[Juba]] et t' kapitel.,Juba et t kapitel,5_6
 Atafu es t' kapitel o' [[Tokelau]].,Atafu es t kapitel o Tokelau,5_6
Es kapitel a' stait a' [[Tasmainya]].,Es kapitel a stait a Tasmainya,5_2
Patio es t' ofishol kapitel an t' biges sett'l'ment a' t' ailen [[Tahaa]] i' [[French Poliinesya]].,Patio es t ofishol kapitel an t biges settlment a t ailen Tahaa i French Poliinesya,5_1
Es kapitel a' [[Tokyo]].,Es kapitel a Tokyo,5_2
"T' major citiis closest tuu t' kapitel ar Iqaluit an St. John's i' [[Kaneda]], an Reykjavík in [[Iseland]].",T major citiis closest tuu t kapitel ar Iqaluit an St Johns i Kaneda an Reykjavík in Iseland,5_3
Prishtina es t' kapitel a' [[Kosawo]].,Prishtina es t kapitel a Kosawo,5_4
T' kapitel es [[Tegeraan]].,T kapitel es Tegeraan,5_5
T' kapitel es [[Lisboa]].,T kapitel es Lisboa,5_5
[[Kaempaala]] et t' kapitel.,Kaempaala et t kapitel,5_6
Apya (Samoan: Apia) es t' kapitel a' [[Samoa]].,Apya es t kapitel a Samoa,5_4
T' kapitel wos [[Berlin]].,T kapitel wos Berlin,5_5
"Awarua (""tuu haabas"" iin [[Dem Kuuk Ailen Maaori]]) es t' kapitel o' [[Dem Kuuk Ailen]].",Awarua es t kapitel o Dem_Kuuk_Ailen,5_6
Nikosia ([[Inglish]]: Nicosia) es t' kapitel a' t' [[Siipris]].,Nikosia es t kapitel a t Siipris,5_4
T' kapitel es [[Akra]].,T kapitel es Akra,5_5
[[Meksikoe Citii]] es t' kapitel o' Meksikoe.,Meksikoe_Citii es t kapitel o Meksikoe,5_6
[[Baku]] es t' kapitel.,Baku es t kapitel,5_6
T' kapitel es [[Soel]],T kapitel es Soel,5_5
Mogadisho es t' kapitel a' [[Somalia]].,Mogadisho es t kapitel a Somalia,5_4
S' t' kapitel o' t' [[Northan Teritrii]].,S t kapitel o t Northan_Teritrii,5_6
Berlin esa kapitel a' [[Doichland]].,Berlin esa kapitel a Doichland,5_2
[[Patio]] es t' ofishol kapitel o' t' ailen.,Patio es t ofishol kapitel o t ailen,5_0
"[[Kingston]] es t' ofishol kapitel, but [[Ban Pain]] es t' mien toen an ""de facto"" kapitel a' t' Ailen.",Kingston es t ofishol kapitel but Ban Pain es t mien toen an de facto kapitel a t Ailen,5_7
[[Yerevan]] es t' kapitel o' kuntrii.,Yerevan es t kapitel o kuntrii,5_6
Welingtan es t' kapitel a' [[Nyuu Ziilan]].,Welingtan es t kapitel a Nyuu_Ziilan,5_4
Santi-ago esa kapitel a' [[Chili]].,Santiago esa kapitel a Chili,5_2
Nasau es t' kapitel a' t' [[Bahaamas]].,Nasau es t kapitel a t Bahaamas,5_4
